author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Sprman,/gp/profile/amzn1.account.AFGM4JKICQ2SW3KB4A7DLO5N6YIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"Bought this to see if an old Dell Precision 4600 would run off battery and charge (got it second hand, with a very bad battery) - so I didn't want to spend 75$ for a battery to find out the computer had issues.  Got this in, plugged it in, and it's been working GREAT ever since (several months now).  I usually use this old brick on wall power, but need the battery so I can move it around and as backup in case of a power outage (computer is used for data acquisition).  Couldn't be happier with this battery.  Also - I don't expect any battery to be able to power this pig for too many hours...","Great Value, good capacity",Verified Purchase,One person found this helpful,63,33,1075989,Public
Lady Rasta,/gp/profile/amzn1.account.AFB7IS3LBMOCQAO6MWL6G5G5AGQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"I was happy to receive my new battery because I hadn't had one for a long time. Once I started using it, my computer locked and turned off... yes it stated that it was charged.  I also started getting error messages stating that a trojan horse was on my computer. I never got the message before using the battery. I am not saying that it was because of the battery but I never got it before and once I stopped using the battery, I haven't gotten the message. I am just skeptical and returning it.  Thanks anyway!",Strange...,Verified Purchase,One person found this helpful,29,85,898741,Public
Douglas,/gp/profile/amzn1.account.AGEFTNAFKEJYXSWJYSIN67PZS4SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 15, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I bought this for a customers laptop, HP G72, it fit like a glove and worked as intended. After the first full charge and run down ( fully charged it then let the laptop run off the battery until it shut down due to low battery per the instructions). Second run after full charge, the laptop showed that it had 2 hours of usage which it. Can't ask for much more than that on an oem size battery, customer was happy.",Works as it should,Verified Purchase,2 people found this helpful,31,47,917259,Public
Meg L.,/gp/profile/amzn1.account.AGGWXITQOWU3AGWLVPNQ7TTD4QKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 2, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"So far so good, and the price was right. Breathed new life into an aging Laptop, that still has some life left in it.Gives me about 2.5 to 3 hrs of use on battery. Make sure to discharge to 2% and fully charge the battery to ensure longevity of the battery, I have only had it a couple days so I will update the review once I have used it longer but so far so good.",Just like original,Verified Purchase,3 people found this helpful,92,109,844746,Public
KingD,/gp/profile/amzn1.account.AEJO7CPQ4N2E3SUHJAGD2O52NOQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 20, 2019",4,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,3.0 out of 5 stars,"Just received the item. So, only able comment that packaging was sufficient and the battery installed without incident.",Fits my HP Pavilion g,Verified Purchase,4 people found this helpful,68,34,1223867,Public
Linda Card,/gp/profile/amzn1.account.AFJKETQ4HZVAOQPVJ7NNFA6GGXSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I had a top-notch laptop loaded with software, tools, files and info when the battery started to die. I didn’t know that I could just replace the laptop battery so I bought a laptop that I could afford and realized that I needed to buy so much software. What a mistake. Son told me to check Amazon for a replacement battery. Wow. I’m back in business with my old but trusty laptop. Thrilled but wished that I had checked Amazon before buying a laptop.",Extended the life of my favorite laptop,Verified Purchase,One person found this helpful,54,127,741623,Public
Marchelle,/gp/profile/amzn1.account.AHHRLH6QJH3K5WZMSPQKZXFYPMLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"my hp is a old school.. hp pavilion dv7 and I've had it since 2008 on the same battery that came with the laptop. The battery started going out about 1 year ago and would not hold a charge, the only way to use the laptop was to have the charger attached and plugged up. So now this battery works great, came as expected. No issues so far, Ive had for 3 days now. Great price and works great, I recommend.",prefect,Verified Purchase,One person found this helpful,26,49,78937369,Public
Michael J.,/gp/profile/amzn1.account.AGTKAR4BPHXJDEFWCGWKCVQSPZ7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 27, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"Served a purpose. Replaced a lost battery just to have one in the laptop. I just needed a battery so I could unplug and move laptop without latop shutting down. Got a used laptop that was missing the battery. Guy thought the laptop was messed up. I cleaned it up, added some RAM and bought this battery. I have a good laptop for less than $40. It's just used as a spare laptop anyway.",Serves a simple purpose for me,Verified Purchase,One person found this helpful,38,81,1882954,Public
Hawkeye,/gp/profile/amzn1.account.AFUYPYT4TKIFF6VC4C4BYNIOGJOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,battery fit well.  the life was shorter than expected.  The battery began to fail after about 60 days.Terrible product!!,Faulty battery within 60 days,Verified Purchase,3 people found this helpful,26,74,1865255,Public
vinnyf,/gp/profile/amzn1.account.AEV4VP6Z6KMTJAU6VDMW6WHAHMCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 16, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"I tend to buy a lot of third party batteries, for computers, phones, cameras, etc. Most range from mediocre to miserable, with short run time and shorter life. This one is the exception; I installed it 6 months ago, and it has provided good run times in my computer and long storage times.I did have a problem with the first one I received, but the seller was EXCELLENT in replacing it. And, as I said, the replacement has exceeded expectations. So both the product and the seller are due kudos. Highly recommended.",Better than the usual...,Verified Purchase,,390,459,33061,Public
graff,/gp/profile/amzn1.account.AFPGVO3KDPSHUMXNZ62ZYHPZ272A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2018",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,This replacement battery fit my laptop perfect.  It was about 1/2 full when installed.  I let it charge for about 7 hours and then unplugged it and used my laptop for approximately 3 hours.  Left unplugged over night and in the morning laptop still had life left.  Very pleased with this purchase.,Very Pleased with this purchase,Verified Purchase,2 people found this helpful,51,130,500422,Public
Jonathan,/gp/profile/amzn1.account.AFAKJC3M6I56QIOADC3LJKFCTHCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,2.0 out of 5 stars,"Unfortunately I missed the opportunity to return/ exchange the battery. I had been needing to get a new battery for a while and when I got one I was super excited to have a longer plugless computer time. On the downside the battery never charged above 76%. I figured maybe it was the charger so I changed it out too, but same results. Now it won't get above 55%.",unfortunately defective,Verified Purchase,One person found this helpful,8,24,9057964,Public
K. Matney,/gp/profile/amzn1.account.AH4CPVWZKX6F57XQDUVBSYNBNOOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"I bought this for an old HP Pavillion laptop that had a dead battery, and just bumping the power adapter connector could shut the laptop down.  So I just needed a battery good enough to allow for temporary disconnections of the power cable, and this works fine.  I didn't have any warning messages about the battery, and it charged right away.  So I'm happy - I'm not expecting a battery as good as the original - just something to allow it to run for short periods of time on battery.",Works in an old HP laptop,Verified Purchase,,405,194,139333,Public
amazon_princess,/gp/profile/amzn1.account.AG3B3DDV4HOFR4RXHKLRGYPOBEVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"This should get another few years from the old workstation.  The battery fits my Pavilion dv6 fine.  I did not do a complete discharge cycle, but judging by the % remaining after 20 minutes, it appears to allow for an hour or two power.  That's just fine in my case is since my imperfect laptop runs hot and fan is always on.  This is a great improvement over the previous battery's 15 seconds, and more than enough for me to keep working through routine momentary power interruptions.",Fits and Functions,Verified Purchase,,4659,437,1179,Public
Nickel Speaks,/gp/profile/amzn1.account.AGMY5ILV6BKWZ22ADOMCTFNSSH5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"Microsoft told me 3 boot files are corrupt.The Geek Squad at Best Buy told me they wre drivers I had to get from HP.A computer repair store told me my computer was irreparrable junk.I did some tests and found that the problem is because the core of the battery in my HP laptop disintegrated,like an empty barrel,except that makes it like a chicken without a head. A burned out replaceable battery isnt a reason to go buy a new computer.",I was so happy to see this,Verified Purchase,,337,605,35623,Public
C_L_Malone,/gp/profile/amzn1.account.AGBQQ7ZJNZCILEA333Z3PS3BIZ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"My old one finally gave up. Only had since 2009. I’m upgrading this laptop, it has too much I couldn’t even a new one like it at cost of upgrading. (17” 500gb HD, CD/RWDVD drive, hdmi port, several USB ports, multi size SD card slot etc) So battery was super surprise at this price made decision to go with upgrading even easier if this one lasts even half as long as it’s original it will be more than worth it.",I couldn’t believe how affordable this was,Verified Purchase,,45,101,729773,Public
