author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,ranking,helpful_votes,total_review,visibility_status
Capt Jim,/gp/profile/amzn1.account.AEIAZLIJIHMZBSUVFRAMAESABIHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2015",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"this thing is GREAT, completely portable, very easy to set up. it is big enough for 4 close friends. the bubbles are great, it is very sturdy, the top fits great. I bought an external propane heater because I cant leave it set up. I have used it 4 times now and I can have it put away in under thirty minutes now. I would definitely make this purchase again. I live on my boat and the marina will not allow me to leave it set up. It is easy to set up, the longest part is filling it.",I love this tub !,Verified Purchase,One person found this helpful,,236439,181,204,Public
Amy Sanchez,/gp/profile/amzn1.account.AHGASBP6WPB54SFIZ5L3Z5AF7RIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,"The set up is far from easy, there are no clear directions and the pictures given as directions are not clear as to how the parts go together, luckily we have owned a similar one and were familiar with the hook ups. Love the timer and the lock button for kids. Other than the set up issue, this is a great spa.",Not Good Set Up Directions,Verified Purchase,One person found this helpful,,11239497,2,8,Public
Krysteen,/gp/profile/amzn1.account.AFG4CZ3LBTVCB3YKZMNDWMJIVM6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,2.0 out of 5 stars,"I would like to give this a 5 star but unfortunately there are things that make it a challenge to own. The first thing is that it's not as sturdy or resilient as they say it is. I have owned 4 of them so far and they have all stopped holding air within 3months. Also when you run the bubbles is extremely loud. Think landscaper leaf blower loud, wish I were exaggerating. When you run the bubbles the temperature also falls drastically fast. For 300 you cant really complain that much though I suppose. Save your money and put the money away towards a nice hard shell tub.",Save your money...,Verified Purchase,,,13566838,3,6,Public
Maggie Wells,/gp/profile/amzn1.account.AE4SIWPB4SCK33IVDTRE6M2YTRLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,Better than expected when it's my first time buying an inflatable hot tub. The bubbles are not jet like and the temp never hits the 104. My hot tub stops at 102 which is still decent but not what was described. Still at great place to hang out for the price.,Great quality but never reaches the temperature described,Verified Purchase,2 people found this helpful,,19988043,3,7,Public
Razzputinn,/gp/profile/amzn1.account.AGGVGUXFURUDQDHCVAUXDUFQX3XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 16, 2015",5,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,3.0 out of 5 stars,"The immediate concern was beefing up heat retention.  The first chore was hooking up a power usage device.  It cost approximately 11 cents/hr to heat the water. .  The outdoor temperature is currently 57 and so is the outer sidewall.  The water was 100 degrees when the heater was turned off.  During the following 6 hours, with the air temp reaching 50 degrees, the heat loss was a mere 5 degrees or approximately 1 degree per hour.  I can accept losing 5 cents/hr heat loss, based on 10 cents/hr to increase the water temp two degrees.  With an air temp of 51 the outer sidewall was 54.  I was hoping  to keep the outer sidewall within a few degrees of the air temp.  Yes, the pump is too noisy but I have no intentions of utilizing that ""water cooler"".  There are several methods to create a genuine water jet inside the tub.  Photos illustrate a 4 hour process to substantially lessen heat loss.  The top cover now boasts three additional layers;  floating blue bubble blanket, double layer of R1 (1/4"" foam) and 2"" of standard styro. The white styro inserts flush with the top of the tub like a tight lid.  The inflatable top rests on a support (white trellis) which spans the top of the sidewalls.  The side wall wrap is two layers of blue bubble insulation  with a single panel  1/4"" foam sandwiched in between.  Strongly suggest users also enhance the floor padding with memory foam, carpet padding,  convoluted mattress pads or anything you might have available.  There is no need to dwell on the shortcomings of customer service given the fact many reviews address that issue.  The tub only shows one band securing the sidewall wrap.  Several more support bands were added afterwards.  I prefer granular chlorine to tablets.  A few tablespoons lasted two weeks.The manual, DVD, or parts list did not reference the 5 foot clear hose that came with the unit.  The purpose became obvious after the unit was leaking water through the second filter housing. The hose connects the filter to the main housing intake at the Y connection.  The  Y connection was not shown.",Tolerable design with enhanced insulation to prevent heat loss,Verified Purchase,38 people found this helpful,,622544,436,90,Public
Motley moe,/gp/profile/amzn1.account.AE5E7LQO4364HLXZZDFIVKT75XEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 30, 2017",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Me and my wife are starting to look like prunes. We also have multiple family members stopping by to visit who just happen to bring a swimsuit with them. LOL.  This thing is a great bargain. Our son pointed out that for the price you can buy a new one each year.,Me and my wife are starting to look like prunes. We also have multiple family members stopping ...,Verified Purchase,One person found this helpful,,7879017,25,63,Public
Jack,/gp/profile/amzn1.account.AFVAFBTF2KGBGUZ7ENLRO3XNCLKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"This was the best investment ever. Not only is it so portable and easy to setup, but the water actually warms up to 104 degrees F. The jets are incredibly powerful too but it does cool down the water very quickly.  I use it without the jets just to soak in a hot tub outdoors. For the price, well worth the fun.",Best purchase ever!,Verified Purchase,One person found this helpful,,39639531,24,4,Public
Barbara K,/gp/profile/amzn1.account.AF3MA2GYKEMV7PJ5K2ACNLPZM62A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 20, 2017",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"I love it and do not expect this to last forever due to low price I paid, but do intend to enjoy while I have it and most likely will purchase another after this one expires.  Highly recommend",Two person inflatable hot tub - Wonderful experience,Verified Purchase,One person found this helpful,,40001,448,257,Public
Nunya,/gp/profile/amzn1.account.AFU7KSCTQYHROVG5VL52IQZOXEGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2020",1,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Can't beat it for the price. Been using it daily for a month and everything is running smoothly. Durable and easy to maintain and less expensive than comparable Coleman model.,Great price & quality,Verified Purchase,,,2962522,5,36,Public
Joseph Laberge,/gp/profile/amzn1.account.AEYWDMEF6UFWUWMS35A4GKNRS5VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2019",1,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Five Stars so far. Easy to setup. Well constructed. Runs quietly. Controls easy to figure out. Air bubble jets will pummel you delightfully. Perfect for two. Tight for four but okay.Has a built in GFI plug on a generous lengthcord made with heavy duty #10 stranded copper wire. Very happy with this purchase.One year later. 1/1/20Still running strong. No leaks. Easy to move. Adds less than $30 per month to electric bill. Easy to maintain. We love it and for the price you cannot go wrong. If it quits I’ll just buy another because it is that good.,"Setup on clean level, flat spot most important.",Verified Purchase,,,4060906,16,8,Public
Chuck Rasbach,/gp/profile/amzn1.account.AGISB6USIL2ULSGSZ3HATCBBTPKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,2.0 out of 5 stars,"I made a mistake.  Shortly after installing this last August, the lid, then the liner, started leaking, although the leaks were slow.  I used it for about 6 weeks and then stored it for the winter.  When installing it this spring, the leaks were much faster.  Since it's been more than 6 months since purchase, I'm out of luck (the company holds firm on their 6 month warranty).  Overall, it's not a bad unit, but I'm very dissatisfied with the minimal use I got out of it.  Caveat emptor ...",Leaks,Verified Purchase,,,16456603,0,8,Public
Nan,/gp/profile/amzn1.account.AHYNWIMBV55SF25MVCBNTZ4FNN2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Had an issue with the filter, They were a third party seller, contacted them a new filter was sent out immediately! Great customer service! Thanks!",Great customer service!,Verified Purchase,,,9263471,7,48,Public
Carrie,/gp/profile/amzn1.account.AERVTAGNBEBROC2Q7J5WGV2WNMBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,2.0 out of 5 stars,"I installed by hot tub December 2020 and have used it maybe twice a month. It was going great until 4 days ago when it started leaking.  It is only 6 months old.  I tried reaching out to support for this product and was told callback would take a while.  They tried me once, sent me an email and if you try to call back the VM is full.So in summary works great for 6 months and now I cannot get help or replacement.",Started out great but only lasted 6 months with minimal use.,Verified Purchase,,,16667538,0,3,Public
Isaac Tabor,/gp/profile/amzn1.account.AGFEO43QXOUZZJVQ4PZZJ6XI27VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 25, 2017",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Have had it for almost 2 months.  LOVE IT.  It will not fit 4 adults...but it does 2!  Easy to take care of.  Have been using it daily.  Has changed electric bill by @$40.,Good value,Verified Purchase,6 people found this helpful,,14644003,18,5,Public
Stryker1775,/gp/profile/amzn1.account.AGB4AUIJ753KACJGBTZG552DUBGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,2.0 out of 5 stars,"This was very deceiving. It says indoor and outdoor use and I live in Ohio. After ordering, receiving and trying to set up oh, it would not operate so we called the helpline only to be told that the unit cannot be used in temperatures under 40 degrees Fahrenheit. Well it is December and like I said I live in Ohio so it is basically useless for me! Very disappointed",Cannot use an outside cold weather,Verified Purchase,One person found this helpful,,3685399,11,14,Public
Craig Newhouse,/gp/profile/amzn1.account.AF5FDDQALYQZGOUG3T42FABBT2AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 26, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,1.0 out of 5 stars,"Came with several holes where wood splinters had punctured the sides... Tried patches that came with it but it still would deflate. Splinters likely came from a warehouse in China. Top rim of pools is too thin and could easily be punctured. Top was too thin to support even a cat that might want to sit on it, and would collapse into the pool if it is not strapped on each time you put it on.  Seemed more like a child's wading pool...",poor quality,Verified Purchase,,,24641688,0,1,Public
Donald Smith,/gp/profile/amzn1.account.AGESE3V6HYJIP75232UXHN2GIIEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Manufacturer Directions were unreadable pictures for the top cover confusing, drain in bottom isn't practical, should be on the side",Directions Suxs,Verified Purchase,,,2557883,9,87,Public
MME,/gp/profile/amzn1.account.AFKAQONTW7U7IJDXMS7BB2UUDLBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,1.0 out of 5 stars,"Your browser does not support HTML5 video.           Received my tub and it appeared the original box had been wrapped with a second cardboard and tons of tape. A oily, greasy substance under the tape on top, still bubbling. Disgusting. I expected better for $615.00 . Returning it for refund",Just plain nasty,Verified Purchase,,,5944520,2,13,Public
kjmanx66,/gp/profile/amzn1.account.AGDAZ37JEXOMGEL2DE4QKKI7KT7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 15, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,Didn't get to set up as where I planned on putting it didn't work out. Nice set up. Easy to follow instructions. Runs kinda loud.,Jacuzzi compact.,Verified Purchase,,,1103850,89,212,Public
CuteQball,/gp/profile/amzn1.account.AFHRTBH34JRHZ2ALHHL6JKFTSX3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2019",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,I love this thing. So easy to assemble and very durable. I'm recommending this spa to everyone I know. Thank you for providing such an awesome product at a great price!,Awesome spa!,Verified Purchase,,,1018153,106,131,Public
