author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Amazon Customer,amzn1.account.AFLYKVZH3DMCC6P6UCRC3ZUBJ6MQ/,"Reviewed in the United States on April 17, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Thanks to amazon these are the original filters with out going to a contractor and paying more money.,That it is the original equipment,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Richard,amzn1.account.AGSVK6ACU36QP5DPFTCN6HW26R2A/,"Reviewed in the United States on July 1, 2020",3,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,Came on time but it the package came open and not sealed I don’t know what kind of dust it pick up on the way or if it came out of the package before it got to my home. Looks like the box got wet,Damage box/contaminated before using,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,
Rayna,amzn1.account.AEZVBXVQXADMPP4SKKMN62QM7M7A/,"Reviewed in the United States on August 22, 2013",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,We had our furnace replaced a couple years ago and our SpaceGuard filter system upgraded.  This is the first time we've changed the filter ourselves - usually having it done during a furnace check by the HVAC company who installed the furnace.  Changing it is a snap.  We bought 4 so we can change them quarterly now and not wait for an A/C or furnace check to do it.  Price through Amazon was a bit less than through the HVAC company and shipping was free.  I believe we bought from Discount Furnace Filters seller.  Delivery time was phenomenal!,Filter is geniune Aprilaire just like described - Warp speed delivery service,Verified Purchase,
Earl,amzn1.account.AHBQBJVAPAYAYR36CUZ7UFCI5TOQ/,"Reviewed in the United States on November 30, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"This is a replacement for my 1st 213 air filter, which I will change yearly as per instructions.",Noticed improved dust collection.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Kindle Customer,amzn1.account.AFM4EJJXNMH2ILA6RDGEJJCLL75A/,"Reviewed in the United States on December 14, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,It took approximately 30 seconds to take out the old filter and replace.  The 213 was an upgrade that filters out particles better than the standard 210 model.,Nice Upgrade,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
bo,amzn1.account.AF5UGX2NY74WFRZGU25CVO3FH4YQ/,"Reviewed in the United States on January 23, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"This is a replacement air filter for our unit, easy to install and works great..",Aprilaire - 213 A4 213 Replacement Air Filter,Style: 213 HEALTHY HOMESize: Super Value Pack (4)Verified Purchase,
Diane Hoenig,amzn1.account.AHDUFB42ZDIMNHJ6L3HQVXIZACMQ/,"Reviewed in the United States on January 31, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Was nice to be able to save about 20%  on a two pack and free shipping off competitirs price would like to see larger multi pack savings on merv16 to that of the merv 13 six packs.,Merv 16 filters virus including covid 19,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Value Pack (2)Verified Purchase",
Richard E Burnham,amzn1.account.AFTMW6ETBEEPLIO7VO3SLU6FOJPQ/,"Reviewed in the United States on March 11, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I have used these filters for years and have always been pleased and......they stay in place and air filtration is excellent......I will continue to use.,Excellent product,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Brian Malerich,amzn1.account.AEE6DEGT5XVDRL2DNAC7WZHM3EFA/,"Reviewed in the United States on March 2, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Good quality for the price (but still wish my favorite local knock-off brand had an equivalent model).,Good quality for the price,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Tony,amzn1.account.AGXIC57C5QCAZU3URMSH5CS2LH7Q/,"Reviewed in the United States on October 9, 2020",2,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,Easy to install. I have the 213 model filter and this fit correct. The filter seemed well made and fit tight and works great.,Great filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
douglas e.,amzn1.account.AFHT52RPIUZ3ZWWJLFTPNOTJTKZA/,"Reviewed in the United States on December 16, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"product came well packed and cleans the air very good ,used 2 months  and so far filter is still clean ,easy to put on",clean air,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Loved Rain with his quirky and sassy personality and the love story with Danny.Was,amzn1.account.AFCCSI5QNFHGTOX4ONNFO2NKXCQQ/,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Purchased to replace the filter on my HVAC system. This is the exact replacement, it fits perfectly, and I could not find a better price.",Great Value,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Ray T. Tipton,amzn1.account.AEVKU6MT337Z5OEW22C2PDCOMRSQ/,"Reviewed in the United States on April 1, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Perfect fit and easy to do! Keep a cleaner air in your home with ease.,Do it yourself and save,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
John Mcdonel,amzn1.account.AF3FVU7GFOE6F76V45FRVQZZO2UA/,"Reviewed in the United States on November 29, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,I have COPD and this filter is very efficient at clearing dust and pollen from the indoor air.,Great product and easy to install,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,One person found this helpful
Madison D.,amzn1.account.AFGUPGKEKORSHIVFLW6HSLYX24LA/,"Reviewed in the United States on September 3, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Price is less than what the local supply house wants for one. I have not pleated filters in my return grills and this one at the air handler. I only have to replace this one based on my usage about 3 times a year.,Perfect Fit,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Glenn,amzn1.account.AHFBZDLMU6SKY3NWBAJUCPZC4P5Q/,"Reviewed in the United States on April 3, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Have used these filters for years now .. never a problem and fit perfectly,Great filter,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Gale Hamby,amzn1.account.AEB7CYKLQROVS2TL2XJZHQEUEA3A/,"Reviewed in the United States on October 15, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Good value - buying online saves me $17, rather than letting my AC company provide it when servicing.",Good value,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
d-bow,amzn1.account.AGTJLA2EP4FOYPB3LDTEIOVTZ3TQ/,"Reviewed in the United States on February 15, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,I have it installed and it seems fine. Will buy again in six months.,Seems to be working,Style: 213 HEALTHY HOME + ODOR REDUCTIONSize: Single Pack (1)Verified Purchase,
Patrick Fletcher,amzn1.account.AHL6VKN4UUXWNAXLGDJQDY5QZN7Q/,"Reviewed in the United States on February 25, 2016",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,"For a filter that costs this much, I expect it to work flawlessly. I have found on two occasions that the filter has separated from the upper plastic piece that keeps it stretched across the duct, so that the filter falls down and my furnace runs without a filter for who knows how long. I have two furnaces that use this filter, but I wish I could use another product.",Some filters collapse during use,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,2 people found this helpful
Ken,amzn1.account.AF2ZV43UMNNMMKLMUC4PBBIHLRQA/,"Reviewed in the United States on November 1, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,I DO NOT BUY REPROS......II ONLY BUY THE REAL DEAL!!  THANK YOU!!!  PRICED WELL BY AMAZON!!,REAL FACTORY PRODUCT MAKES ALL WORK WELL!!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
J. Murray,amzn1.account.AG6DT5JLRDX6YECKBV3NDDXRC65Q/,"Reviewed in the United States on August 24, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Very good product. Upgraded from 210 to this option and have noticed a difference. Will continue to buy these!,Great filters!,Style: 213 HEALTHY HOMESize: Super Value Pack (4)Verified Purchase,
Travelr64,amzn1.account.AHSGTHCACK7BSD4SWQNIKECVEI2Q/,"Reviewed in the United States on September 10, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"These filters really collect dust! (and that is a good thing)  We have the Aprilaire system in our house and it does great last for about 6 months really, although they say you can use it a year.  After I put on the conversion kit, they slide right on with this filter.",Really picks it up!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
JCV,amzn1.account.AGOEG554IDFBSHV4IRDVVH7ONFGQ/,"Reviewed in the United States on June 19, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,This is exactly the same product that the AC company tried to sell me but at less than 1/2 the price.  I highly recommend.,Same Great product the AC company tried to sell me,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
John Golden,amzn1.account.AHMBF7UCS46MJXLWIY676WTVZWUA/,"Reviewed in the United States on January 21, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"These work well, havn't had a problem with them. Amazon had the cheapest price if buying in bulk that I could find.",Best place I found to order,Style: 213 HEALTHY HOMESize: Pro Pack (8)Verified Purchase,
Amazon Customer,amzn1.account.AG5AX4L4N3OGRUGNBAE5HUPLKIZQ/,"Reviewed in the United States on May 5, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I buy these every 6 months there a little pricey but needed for my furnace,Pricey but needed,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Scott,amzn1.account.AGTH2ETOQNUCINJPMIU3JQFXFWPA/,"Reviewed in the United States on January 31, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Made an immediate difference!  Furnace runs better. Clean air.,Filtered air!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Cynthia K. Hendershot,amzn1.account.AFX7VKYE4FNL5YPTTAMCXD7Y5LAA/,"Reviewed in the United States on March 19, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,"I thought I was getting a two pack, but only got one. How do I get a refund for the second I didn’t get?",False advertising!!!,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,2 people found this helpful
James,amzn1.account.AGI2FSKYQAI3OBEKDB4XRPFFIVPQ/,"Reviewed in the United States on May 9, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Had bad smell of mold in home that would not go away. Placed the filter  and  the next day home was clean of any orders. The filter has charcoal impregnated on the top  It is good for a bout 6 months and then it needs to be replaced according to the information on the box.,Less than five minutes to install,Style: 213 HEALTHY HOME + ODOR REDUCTIONSize: Single Pack (1)Verified Purchase,
Jude S,amzn1.account.AFQLOZJS7HS4DW7QE7ARPLXAO4KQ/,"Reviewed in the United States on March 22, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"If you need this type of furnace filter then this is an excellent price, we have a Carrier and their filters are double in price. Recommend",Works great if you need this type of filter purchase it,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
cbarrio,amzn1.account.AH7MPRZVQ6UQGOCGWRAH6U45IBQA/,"Reviewed in the United States on March 8, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Filters are good for my health. I have Asbestosis and these filters work best.,Life savings,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Jeff S.,amzn1.account.AGR3PUMQQWPSTD62WOFFP2CUDSIA/,"Reviewed in the United States on August 10, 2014",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,"The glue Aprilaire uses is terrible and cannot suspend the filter media. The filter collapses upon itself and does not filter the air when collapsed. Would not buy this product.EDIT: I e-mailed a complaint to both Aprilaire and Filter-Now and they addressed my issue with this filter. The ""older"" model of this filter does not use staples to hold the filter fabric to the guide rail and therefore, if your filter is in a hot attic, the glue melts and the filter does not remain expanded. On the ""newer"" model, Aprilaire has updated the filters and are now stapling them. So, if you purchase this filter and you are installing it in a hot environment, you want to make sure you have the newest filter with the staples in the guide rail.",Filter collapses | Glue failure,Verified Purchase,11 people found this helpful
