author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,helpful_votes,total_review,visibility_status,ranking
Mary T. Gabriel,/gp/profile/amzn1.account.AFWVGCFKJB64U6XX23OJQD6KU25Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,3.0 out of 5 stars,I have been stuck on level 30 and can't get past it.  I keep trying and hopefully will get passed it soon.,It's an addicting game.,Verified Purchase,One person found this helpful,,,3,29,Public,82580571
jon,/gp/profile/amzn1.account.AHDEZZJ2255DM6IV7MM6UQDIPGFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,keeps you busy,GREAT GAME,Verified Purchase,,,,30,70,Public,434027
Craig Pfaff,/gp/profile/amzn1.account.AHQX7QJCRQQPIHK3S3K43C4KGMDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,This is agreat little game.  Just got it for my Kindle.  Seems likewise wonderful app..I would recommend this to anyone into matching puzzles.,Fun for everyone.,Verified Purchase,,,,18,20,Public,83138991
Kudipi,/gp/profile/amzn1.account.AFD7CEX35R2PNP6R2AVSSKFGOXWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"Good time killer, in app purchasing available but not intrusive. I will look into their other offerings in the future.",good game,Verified Purchase,,,,10,20,Public,12122986
anita,/gp/profile/amzn1.account.AESTCODZGSFL2HZGHLORIW5BUCFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,I enjoy this game...keeps me busy when I need to do something...when on long trips and when waiting at the drs office.,mama of 4,Verified Purchase,One person found this helpful,,,4,5,Public,63799442
LoveIt,/gp/profile/amzn1.account.AHTV5CLD6NC7Y2KDONX4GOEAVWAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Challenging and Addicting-Love It!!,Great Game,Verified Purchase,One person found this helpful,,,1,3,Public,56628371
Kindle Customer,/gp/profile/amzn1.account.AEQKGBNJNTRABCLUN2EIA6YSW4VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2017",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"LOVE,LOVE,LOVE!",Five Stars,Verified Purchase,9 people found this helpful,,,547,80,Public,83410968
klk,/gp/profile/amzn1.account.AEYNZJE3VMM5BP5XQCLS2ADEM42Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I ENJOY playing candy crush on my kindle the only thing I don't like is that I'm not on Facebook and at the end of every level I have to do the challenge for three days.,Lots of fun,Verified Purchase,,,,0,20,Public,12833053
Lee Proctor,/gp/profile/amzn1.account.AHA3MI7NVJDM2U53ZSGMARGZLK3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,So easy to learn. I can play on my tablet when stuck waiting somewhere. Keeps my mind active solving the ways to win each level.,Great brain exercise.,Verified Purchase,,,,3,12,Public,48386417
me,/gp/profile/amzn1.account.AGNRQHO6W23JX4A34TO3XT7ZBRGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,This game is awesome!,awesome!!,Verified Purchase,One person found this helpful,,,10,5,Public,44151013
Beth Paul,/gp/profile/amzn1.account.AG6WJWR5ZCADO3HWYLOYNHESHM6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 16, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Game is very fun. I cant stop playing.Love looking after I beat a level and see how I crushed my friends scores.,sweet,Verified Purchase,2 people found this helpful,,,4,4,Public,33924296
Suzanne B.,/gp/profile/amzn1.account.AGPNRLVO542EE2TDYSPORKTIMTDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 22, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I love this game!  It's very addictive.  I'm happy that I can now play it on my Kindle.  No other game holds my interest like this one does.  Even my husband has caught the Candy Crush bug!,Addictive Game,Verified Purchase,,,,7,12,Public,49394100
Erica Harris,/gp/profile/amzn1.account.AG3AJ6P4AXG7KZ46VJNSMB5VX5XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 4, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,Nice game to play lots of funGreat pastime. The only thing is the waiting for extra lives to continue.,candy,Verified Purchase,,,,54,27,Public,82976623
Molly,/gp/profile/amzn1.account.AH7ZOHJK4FKDOGBP4BDKF23T2SCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 5, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,"It is very entertaining and it makes me crave candy.....candy,yum.",Four Stars,Verified Purchase,,,,11,18,Public,49953746
G. Kay McMahan,/gp/profile/amzn1.account.AHDYQD3VP4N5TYSXSES3GWGTGDIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I had no idea I would love this game this much.  Hours and hours of fun.  It is hard to put it down.,Great game!!!,Verified Purchase,,,,24,13,Public,17717035
Amie M. Rodriguez,/gp/profile/amzn1.account.AEVEDXORIHHWE4SAIGWXBJ7BRFPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 11, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,"I am on a candy crush high! Keeps you on your toes, enjoy it and my kids do too!",candy crush rush,Verified Purchase,,,,6,11,Public,37154234
Melissa S,/gp/profile/amzn1.account.AH6ZNH6QKXNUBEVGTO3NRNGOP3MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,For the candy crush addict,Candy Crush****,Verified Purchase,,,,337,469,Public,560700
louise knapp,/gp/profile/amzn1.account.AEYX67F6XTWFK6KCXBRVLJOPCEBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,really have to  watch myself or Iwouldn't get anything done. why do Ineeed nine more woeds? It is a grat game!!,addicting,Verified Purchase,,,,35,22,Public,
Kay Peterson,/gp/profile/amzn1.account.AFHKEN6CD643XZDFCJ2PNYGCF5FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,Some levels are very frustrating and many quit playing if they can't continue after days.  I play it every day.,Candy Crush Saga is a Fun and Frustrating Game,Verified Purchase,,,,25,19,Public,82665051
Terry Rummler II,/gp/profile/amzn1.account.AFDZHV3BPMUNXRPMK3DYQZ6WIQCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,awesome game to play,Five Stars,Verified Purchase,,,,32,27,Public,83058312
Angelyn's kindle,/gp/profile/amzn1.account.AH6OHRPHTAMVG5WMRKXVON4YBDSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,I have been playing this game on my phone forever!  I love having it on my Kindle Fire in a larger format. Super Awesome!,AWESOME FUN !!!,Verified Purchase,,,,32,27,Public,3316764
jessesgirl,/gp/profile/amzn1.account.AHP5LM5GLV63AIQVGN2EELTI7LWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,My son and I have lots of fun playing.,Lots of fun to play!,Verified Purchase,,,,13,13,Public,56255742
Kelly,/gp/profile/amzn1.account.AHDCTE2WTAOUOFDIQU6QI4QA7PKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,This game can be fun at time.It's great that you don't have to go on Facebook to play this game,Kelly,Verified Purchase,,,,1,12,Public,52060830
Esther lindow,/gp/profile/amzn1.account.AGJYSIADUDJ2BS3GPSMQTK46DEBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,For the longest time I hated this game if your like me don't hate on it. It really is very fun and addicting it helps pass the time. If your fighting trying this game just because a lot of people won't play it JUST PLAY IT.,best game ever,Verified Purchase,,,,0,7,Public,37035976
7scsm,/gp/profile/amzn1.account.AE2OPUSFDCENM2TQTLNX6KIM7BOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 22, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Good time and good thing I leave my kindle at home I'd never stop playing.  At first. I thought it was a kids game but the clear this or that challenges really push you to strategize,fun addictive times,Verified Purchase,,,,1,11,Public,82577837
Judy W.,/gp/profile/amzn1.account.AHYSNINXNCS4DFOW6VWML55SANYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2018",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Love the game,Candy Crush,Verified Purchase,4 people found this helpful,,,9,12,Public,14200838
Annette Blanco,/gp/profile/amzn1.account.AFZNFCRP6HCYF3Q5FFADDK4H6IHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,my child is addicted to this,Five Stars,Verified Purchase,,,,19,46,Public,1384322
"Kim, Cheyenne WY",/gp/profile/amzn1.account.AEQGVHLRWNSWNFK7VV5AHMYJRKGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,Fun game......I love the challenge of getting to the next level....,Candy Crush is FUN!,Verified Purchase,,,,2,11,Public,30025537
Shaundra Ray,/gp/profile/amzn1.account.AHSZC2MODCQ7WMLWAV2A3WT3SF2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome keep making more like this.😂😊😊,bruh,Verified Purchase,,,,118,54,Public,2515943
C. L. Coleman,/gp/profile/amzn1.account.AFCSXTYPIQG3OQYPLODTDHA3EA4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,4.0 out of 5 stars,"I avoided playing because I heard it's hard to put it down...they were right! If I didn't run out of lives, I'd be playing every free moment!",Love it, Addicted,Verified Purchase,,,17,19,Public,13412252
JanEPaNtZ,/gp/profile/amzn1.account.AEAKIS5SYHD3D6WP7EACMX2345WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 7, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,"YES THIS GAME IS MY ALL -TIME GREATEST ADDICTION! AND CAN KEEP ME UP INTO THE WEE HOURS .  SIMPLE YET, CHALLENGING.  GOSH ,  STARTING TO MATCH  UP STUFF IN MY DREAMS.  HMMM,  MAYBE I SHOULD INVENT A GAME. ' DreamCrush!!  HAVE FUN YOU ALL!",Great!,Verified Purchase,One person found this helpful,,,2,2,Public,73174075
Chuck Biskit,/gp/profile/amzn1.account.AGKDGDA2DDOYP5Y5BM5AYNK6ZJRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,4.0 out of 5 stars,please refer to my review of candy crush soda.,Four Stars,Verified Purchase,,,,44,17,Public,82668028
Oceanmermaid,/gp/profile/amzn1.account.AE4RDN73AS3QLBM2KJI5HTEZCPSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 1, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,"Very addicting, versatile and many levels",Candy Crush Saga,Verified Purchase,One person found this helpful,,,87,157,Public,83277778
DAVID,/gp/profile/amzn1.account.AHODBOAWDADWQLCJVUWEDKD2UDKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,Very entertaining and challenging,very entertaining and challenging,Verified Purchase,,,,29,16,Public,82699137
S. Stone,/gp/profile/amzn1.account.AE3KWAPGAZNT5CI3SESDGGUP2SRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,4.0 out of 5 stars,I love this game! Fun to play!,awesome,Verified Purchase,One person found this helpful,,,4,30,Public,6644091
mickey,/gp/profile/amzn1.account.AGL6QZKA6RRVEYWFJN2RCVBTR4GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 17, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,Kids made me do it,Kids got me hooked,Verified Purchase,,,,76,186,Public,427795
Russell A. Fry,/gp/profile/amzn1.account.AF2RXPJ6JNZNG3Y2CFK4QYY5PX7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,3.0 out of 5 stars,"Great time burner, for me the limited number of retries allows (makes) me quit.",fun,Verified Purchase,,,,24,164,Public,1461070
Diana,/gp/profile/amzn1.account.AEJ7KUI7GW2EVTL2OLINRITUVK6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"This game is so much fun whether you play it on line, on your phone or any tablet. 5 stars!","Candy Crush Saga, fun game!",Verified Purchase,,,,103,55,Public,82761911
Patricia oglesby,/gp/profile/amzn1.account.AFLQRKBFHJDRHBUAZELXZLWJ7N3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,4.0 out of 5 stars,"I luv this game, so much 2 do !!!! Just don't like that they want u to connect or buy all the time.....",Ottawa fun...,Verified Purchase,,,,14,12,Public,32100698
V. Esparza,/gp/profile/amzn1.account.AGG5ZB4EHUTKQ34RKNY5UNPZOZ7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"I wouldn't know how to waste time if it weren't for CCS!  In fact, I don't get EnOUgH time to waste!KEEP THE CANDY GOING, King and Amazon...LOVE IT!!!!",<3 <3 <3 Sooo SSSweeeT!!  <3 <3 <3,Verified Purchase,,,,5,16,Public,36917375
Ginny Stalling,/gp/profile/amzn1.account.AH2WCKLPJF5ZVCLRDETPD7WMYI3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,I love this game so much that I am on level 1732😍.,Awesome game,Verified Purchase,One person found this helpful,,,1,1,Public,65296592
Amazon Customer,/gp/profile/amzn1.account.AHI4JWAKC3TLJRBLX3NE5HBV7ACA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,4.0 out of 5 stars,Very entertainingOne has to be careful not to get hooked on it.,great game,Verified Purchase,One person found this helpful,,,1,3,Public,63689073
Colleen,/gp/profile/amzn1.account.AHYKN26XQQMNO5SVNRUPXX7B57WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 5, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"Great fun, a relaxing game. It it's a good thing there are only so many lives or I would play endlessly",Great fun!,Verified Purchase,One person found this helpful,,,31,34,Public,1596938
mimiphylis,/gp/profile/amzn1.account.AG5FHRCR7YRTFVNTBBDC6XQQRV5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"I can't wait to try the next level.  I have my 4 yr old grandson interested in matching also.  When asked what does candy crush do when the candies explode he shakes his head and wiggles his arms over his head, it's so cute.",Candy Crush is exciting,Verified Purchase,2 people found this helpful,,,2,10,Public,68073284
"Dayrit, B",/gp/profile/amzn1.account.AGNZE3FMFBT3BWVKEM7XW2DVJYGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 20, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,It's addictive and exciting. Won't get tired playing it over and over again. Plus it's free and can be played by the whole family.,Love this game.,Verified Purchase,,,,7,14,Public,82644243
roasalind m snively,/gp/profile/amzn1.account.AF7KO55I4MLYBI2TFXWEPNBFDMTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"Addicting, fun and takes determination to advance levels.  Don't give up...keep trying, you will win.  Good to take days off so you won't get so frustrated.",fast and challenging,Verified Purchase,One person found this helpful,,,5,13,Public,8950700
Wilfredo Llorente,/gp/profile/amzn1.account.AFTHNXHPZJIGLZZ5QDXACFWRSRGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,1.0 out of 5 stars,Did not like it,One Star,Verified Purchase,,,,22,57,Public,11958174
Hippie chick,/gp/profile/amzn1.account.AFZZTPLOVC7LLZ6S5HVWIRU3ZOZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 9, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Love this game. So much fun.,love this game,Verified Purchase,,,,3,19,Public,19084991
aliene280,/gp/profile/amzn1.account.AGLIO4JGAK4E5DK4DQHVBHMJOUEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Fun app for all!,crushed it!,Verified Purchase,One person found this helpful,,,61,44,Public,680275
William,/gp/profile/amzn1.account.AGLB2PHUGPQRI7KEDK4T4RQ5QIIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"beautiful graphics, animation, and sounds. addictive, problem-solving, game play. a lot of love was put into this masterpiece. play it now.",love,Verified Purchase,,,,8,20,Public,49972251
Mary,/gp/profile/amzn1.account.AHBECFGRJPEP6DNHAKAY75LS3MUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,This games is fun and very challenging. I like that it kicks your butt once in a while and makes you learn to be a little more patient.,Fun,Verified Purchase,,,,13,14,Public,56189770
Laurie H. Cox,/gp/profile/amzn1.account.AHY2XUX4RMNQLBDMLI3ETSOTE2AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,This game is  so addicting. I love it also it is so easy 4 all ages its like if i was2 this would tbe my favorite game,i love this game,Verified Purchase,,,,31,28,Public,1533420
