author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,,helpful_votes,total_review,visibility_status,ranking
Maeghan,/gp/profile/amzn1.account.AGPTVIRSLHMXE5PAYFC3KNCWV3ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,I love this app because it is entertaining and the updatte was awesome I mean like it is close to Easter and it has Easter things in it so it is love love,love love love,Verified Purchase,2 people found this helpful,,,,120,32,Public,1424775
Michelle Morrison,/gp/profile/amzn1.account.AGP2AMJR6LJDTWC5H5DNZK5BAATA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Great game it keeps you going with its many layers which make is very interesting. I personally hav  not figure out everything yet but im looking forward to trying.,interesting gam  hats off to the creator/s,Verified Purchase,14 people found this helpful,,,,111,19,Public,55641220
Jaimee,/gp/profile/amzn1.account.AHSDUBJEYAF42WISBQCJUA3BVLIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 26, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"Fun. Kinda, light weight, reminds me of sonic. If you like doing the same exact thing over and over again expecting different results, you will like this game... You also might be a psychopath",Yay,Verified Purchase,One person found this helpful,,,,33,63,Public,3001289
Mr. Vladimir C. Rylski,/gp/profile/amzn1.account.AF2V645MGJWTU2RHMQGXW27AZYAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,I play this game every  day. I play this game so much that I became addicted. I also play this game so much that I am already on my second gold mystery box.,awesome,Verified Purchase,2 people found this helpful,,,,17,7,Public,44723884
Mrs. Valentine,/gp/profile/amzn1.account.AEH4OHS2CXZ3WJIRNL2ZTPBKIG5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,This game is very fun and addicting. I can say that I play this game all the time and never get bored of it.,Love it,Verified Purchase,One person found this helpful,,,,23,19,Public,34720928
GQ5,/gp/profile/amzn1.account.AHP2ADTSQQ46MUYOX3ADHVHCGTWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,A friend recommended this game to me. No matter how many times I lose it keeps me coming back. Overall great game,great game,Verified Purchase,2 people found this helpful,,,,130,30,Public,28806625
Punkette,/gp/profile/amzn1.account.AGMWX2KQQR7SA7U4VOYZLTB3J4TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,I love this game i play it whenever i get a chance too.I have actually told people to get it just for the compition lolSo get :) i have it for my kindle fire. A d i cant really play games on my kindle because it has factory defects and if i can play a game and like it i would get it :),great great.game :),Verified Purchase,2 people found this helpful,,,,37,27,Public,25620444
bubbles,/gp/profile/amzn1.account.AELPCHXTXOB4ZEWYC5ATXFITEYBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"I love this game, really fun. At first it was hard to swap lanes, but after playing it enough it was easy to do. I just have one question: On the mystery box, if the mega headstarts are so rare, then why do I have thirteen of them?",Really cool,Verified Purchase,3 people found this helpful,,,,7,5,Public,68800455
Angel ???,/gp/profile/amzn1.account.AH6D7SHRTK6M57XMZCQYAMTFYWDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,4.0 out of 5 stars,"Although this game is not played as much as some of the others, the girls love it.  Thank you for the opportunities you provide for the Kindle.",TOKEN PLEASE!,Verified Purchase,One person found this helpful,,,,29,9,Public,63337635
Carley Wentela,/gp/profile/amzn1.account.AGQ3FEKA42K2TUN3TGFD24JYHYKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 13, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"The game is super fun and makes you wanna keep playing and coming back for more. I love how the makers update it often changing from place to place. this game is a must have. So fun. Keeps me occupied. Also, its really cool to sign in with facebook to compete against your friends and try to beat their highscores. Time to download this one! Its an amazing offer.",awesome,Verified Purchase,3 people found this helpful,,,,19,18,Public,49631729
kkkina,/gp/profile/amzn1.account.AGQNAQPLL3E4KQSEK4OI7OSEWDXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,I think this game is awesome I love it like you can have all different types of costumes for your character and it is fun and entertainment and I really think this game is really awesome and I recommend every one to have this game for one of your apps,best game ever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Verified Purchase,3 people found this helpful,,,,4,1,Public,75704817
cool girl 14,/gp/profile/amzn1.account.AHI4OC6QQUSW6YMLPAQ76YAEV56Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,You want the best game ever then download this game... you will never put down your device!!!!  :)  ,)Since I have had it I have beaten people's scores and gotten new people to be and lastly I have updated this games for new places to play at. So if you are a American you have to get this game NOW!!!!!!,awesome,Verified Purchase,5 people found this helpful,,,14,7,Public,60663389
Greatdane,/gp/profile/amzn1.account.AGPIVTGGPJAPL7XGITPJMHIZND4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,This is a great time passer  you should get this game,AWESOME!!!!!!!!!!!!!!!!!!!!,Verified Purchase,2 people found this helpful,,,,6,2,Public,70710532
gohawks 88,/gp/profile/amzn1.account.AFZFOVVMNLKCUTKZ5AWXP4IEB6IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,I love this game. It's definitely one of my favorites. The graphics are great and I've never had any trouble with it. It's a vet addicting game that is a lot of fun. I highly recommend this game. So buy it now.,great game,Verified Purchase,2 people found this helpful,,,,128,30,Public,6821966
Dawn,/gp/profile/amzn1.account.AFO4WZBVLW5SAPLVZ2YT3UJZEMAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,This game is so fun. It's addicting. I play it all the time. I'm so glad I found this free game.,awsome game,Verified Purchase,2 people found this helpful,,,,65,11,Public,57001565
Amazon Customer,/gp/profile/amzn1.account.AFWVNBDT7IMMZA7GLRS6DYRMI65Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"This is straight from my 10 year old daughter ""I love how there are so many characters and I also like all the different hover boards. The mystery boxes are also cool because they contain lots of cool items. I love playing subway surfers!!!",subway surfers is the best game ever!!!!!,Verified Purchase,3 people found this helpful,,,,24,30,Public,21284069
clydette,/gp/profile/amzn1.account.AHMNQIFS6SYYDR55N3DKDVBOUI7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 8, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,I really like this app it is really helping me out alot i wish it did have other features but for the most part its ok.,love it,Verified Purchase,2 people found this helpful,,,,7,7,Public,54592719
me,/gp/profile/amzn1.account.AG2HB6Y5F7K53NWHYLXJLNGVLNUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,this game is awesome free and fun and u should get it plus there is a new theme every month get it,love it,Verified Purchase,2 people found this helpful,,,,148,23,Public,52023650
tim arruda,/gp/profile/amzn1.account.AGS2DZMYUNLK6T4AG3HSAEIH2RPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,Best game,Five Stars,Verified Purchase,4 people found this helpful,,,,10,47,Public,7416602
M,/gp/profile/amzn1.account.AFKQW5YX74UNGAB3M2DFLGHIREVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"I love this game! but what would make it even more amazing, is if it had a Paris France theme! but other than that, I never really have issues with this game.",i have a request!!,Verified Purchase,2 people found this helpful,,,,55,16,Public,30709153
S.Oglesby,/gp/profile/amzn1.account.AHUERLFIDXINC5BJK3NRYVNQS7HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,here are some words to describe this game:cool rad awesome addictive cool rad awesome addictive cool rad awesome and last but not least addictive,Awesome,Verified Purchase,One person found this helpful,,,,72,19,Public,53889996
Vickie,/gp/profile/amzn1.account.AGZTYRAVAIAVJUWTF2X5QVCN36WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I was not sure i would like it, because it was so fast. But once you get the hang of it, it is fun!",Great!,Verified Purchase,2 people found this helpful,,,,1092,26,Public,14654285
Shawn,/gp/profile/amzn1.account.AEXL3MU4GB5NXUQOK2Y7ID4VAJKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I love Paige Allen I love her since I saw her,Paige Allen,Verified Purchase,3 people found this helpful,,,,41,29,Public,4755190
tanya holland,/gp/profile/amzn1.account.AGEVWUAQ53MGUGYM2LQ7TOS5JABQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I like it because you get to have fun playing it and you get coins.,Five Stars,Verified Purchase,One person found this helpful,,,,17,26,Public,3221772
Milky way,/gp/profile/amzn1.account.AE66F7JXVSZXYBFRARYZM53VP67A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"5 stars definitely! This game is very fun (and addictive, so beware) in my opinion, I think that this game is was way more fun than temple run, why are you still reading this? GET IT NOW, IT'S FREE!!!!!",Love it!!!!,Verified Purchase,2 people found this helpful,,,,28,13,Public,59350920
k. michelle,/gp/profile/amzn1.account.AEOQIE6373JFH5GNJKBTLLSAP4XQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2012",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I love this game when I saw it I was like Omg finally I could play this game all day,i love this game,Verified Purchase,2 people found this helpful,,,,119,38,Public,1327926
party girl,/gp/profile/amzn1.account.AH7KIW6JWVKPTNVOGJJPE254OPGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,You know how you need a great game that's fun. Well here it is because it has great features. Plus it has no problems! It has great challenges and awesome people you can play.,SO FUN,Verified Purchase,3 people found this helpful,,,,26,11,Public,76489703
R. Bruce,/gp/profile/amzn1.account.AEUII4ESRPIB2OCF6UOHXVYPW5UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,This is a cool and fun game even my daddy likes to play it!! Have only one complaint and that is that the magnet does not pick up the special icons.  I think it should.  **Written by my 10 year old daughter.**,fun!!,Verified Purchase,2 people found this helpful,,,,7,10,Public,57759779
WTFirth,/gp/profile/amzn1.account.AGOZ3BPY7TF6F6JCIVMT24OGEX7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 22, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,It is so fun to dodge trains. I love the characters there AWESOME! The New update is awesome! You should try it out.,IT IS AWESOME!!!!!!!!!!!!,Verified Purchase,One person found this helpful,,,,46,23,Public,8960494
whit,/gp/profile/amzn1.account.AFQDPHD4DVUJR62IXYS7OIGJZ3OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I love it its great I think it would be a great game for anybody for kids and adults when your board at home,i love it,Verified Purchase,One person found this helpful,,,,6,28,Public,12367095
KATIE,/gp/profile/amzn1.account.AEUHEYUG3QAV4RWHIWSK2SH7CJ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,5yr old loves it. daily missions to get,Four Stars,Verified Purchase,One person found this helpful,,,,178,611,Public,252841
charles tavenner,/gp/profile/amzn1.account.AHJWNLLWWTM5ALMJAJCDTFPX5BNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Kids love it! - and it's free!!!!,Fun!,Verified Purchase,One person found this helpful,,,,115,99,Public,331452
Amazon Customer,/gp/profile/amzn1.account.AFQZK23K6Z3PO3UKDFXECJHUJWTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,Cool,Four Stars,Verified Purchase,One person found this helpful,,,,423,44,Public,2466843
crystle,/gp/profile/amzn1.account.AFXGFROQY6F4FKIB5ZBWILZ5SFQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,This is a very fun game and it a great game when your just board and sitting around with nothing to do,subway surfer,Verified Purchase,One person found this helpful,,,,3,27,Public,11698280
con,/gp/profile/amzn1.account.AFKTSVDCCYPMHP3YPJPURRCRSWPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,This game is the best app EVER it is fun and introtaning I mean my little sister likes it.(GET THIS GAME),BEST GAME EVER!!!!!!!!!!!!!!,Verified Purchase,One person found this helpful,,,,16,27,Public,12376719
sk8mafia,/gp/profile/amzn1.account.AHBL3JMW7FM44NDZVKIEEXFHE24A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"If your a fan of temple run then you'll love this. I personally think its better temple run 1 or 2 and the reason is because every time you update the game its usually because there is a new map to play on, and the abilities in the game are so much better then the ones on temple run and the many characters they have just surpasses the ones in temple run almost all the characters in the game have a special abilitily of there own it also has good graphics that are quite enjoyable. so in conclusion I give this game a 5/5 stare rating du to the fact that is have a lot more features that I personally think are way better then temple run.",better then temple run?,Verified Purchase,6 people found this helpful,,,,21,2,Public,74331994
