author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
David E Latta,/gp/profile/amzn1.account.AHHPQL2ENO73G5WQ5DVZRGWUCN3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 9, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Ok,Ok,Verified Purchase,,,9,68,4649951,Public
Amazon Customer,/gp/profile/amzn1.account.AHEZQX66I6H4Q5BGW5D7SL3Q5HVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,A really fun and cool game. The best thing is that you have to work to get all the stages and cars and as you do you find out what vehicle stage combo works the best. A highly recommended game.,Best. Game. EVER!,Verified Purchase,,,50,33,3675472,Public
rolando,/gp/profile/amzn1.account.AE2VCRWNZQ4MIUZ2LZJ6XG5NZOJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Good,Good,Verified Purchase,One person found this helpful,,7,160,2544106,Public
Kanzer,/gp/profile/amzn1.account.AHVUNSW5LWMA4WOUPY3IV5HTK4LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,Really addictive game that keeps you glued to the screen and makes you keep coming back for more. Upgrading your car to achieve the max score is also something that you are constantly looking to do.,Great game.,Verified Purchase,One person found this helpful,,30,35,6737933,Public
Angela Shannon,/gp/profile/amzn1.account.AHIOSKFLHONN5IFYNENUKIJWKFOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,"I like this game on my phone.... it's definitely an adjustment going from my phone to my 7"" kindle fire HD. It works really well, as I haven't found any glitches. The only thing that was bugging me was how many times it asked for me to write a review. When it asked for a review, there were 3 options: yes, no, and never. I was continually pressing no, simply because I wanted to be able to write a review in case I found glitches (which I haven't), the only reason that I finally wrote one is because I wanted to be able to play in peace. Anyways it is a fun game, especially considering that it's free LOL",fun,Verified Purchase,4 people found this helpful,,92,31,44319487,Public
Amazon Customer,/gp/profile/amzn1.account.AFTVLAYJQ7JBECS5QBLWCCPN7TJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Great game my mom whom just had knee really enjoys it,Hill Climbing,Verified Purchase,,,0,19,11727290,Public
YourMum,/gp/profile/amzn1.account.AEOB5VGRIXRAESCT3PW2E2EROWWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 14, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,super fun,Five Stars,Verified Purchase,2 people found this helpful,,92,152,2727420,Public
Dominick Leonardo,/gp/profile/amzn1.account.AEU4LFBZ4XDOEFXJVKJZ3KVUC3RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"One of a kind game, very intense. Especially when drinking! Upgrades are a little hard to come by but that’s life! God bless",Love you amazon,Verified Purchase,,,0,2,45465059,Public
Brenda VanGilder,/gp/profile/amzn1.account.AG6M2WVWY6EGMFEYG3XQAKE7MVYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,🙂,Five Stars,Verified Purchase,2 people found this helpful,,53,96,2717928,Public
Amazon Customer,/gp/profile/amzn1.account.AG4NDV7N44CZXAWGUSZFZPUSVG7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,4.0 out of 5 stars,"figuring out tricks and controls is challenging @ first; once you get the hang of it the game gets repetitive.  over all - good game, fun graphics, wonky physics... and the everpresent obnoxious game music track. solid 4/5 stars.",fun game,Verified Purchase,2 people found this helpful,,288,186,410223,Public
Susan Kindle,/gp/profile/amzn1.account.AFHMFY2JE4GQRVY2V5CG67B5QC7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"I love this game so so much . It's like an addicting game . I had games like this but, they suck. But this one is like 50x's better . I wish I could give it a thousand stars . FIVE STARS OF COURSE!!!",Best car game ever!!,Verified Purchase,2 people found this helpful,,341,66,5280049,Public
Brenton Lange,/gp/profile/amzn1.account.AEYN7UV5V2HEDRZATC5RRXB5MPIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 10, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"This game is awesome.  It is very simple to play, it's not so challenging that you can't progress through the game, and it's not hard to rack up points to spend.  Great game if you want something to just pass the time.",Great fun,Verified Purchase,2 people found this helpful,,200,101,551262,Public
Eric6833,/gp/profile/amzn1.account.AE4ZNWGEYIOFM3S7IBPWME6TN2OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 15, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,VERY interesting game that you would think is easy but it isn't. NEEDS a steady hand & to know when to brake it so you don't turn over and crash. Actually one of the better car games out there and for that I am Changing my 4 star rating to 5!,Cool,Verified Purchase,2 people found this helpful,,36,37,2842582,Public
Jake,/gp/profile/amzn1.account.AEODYGVIJSER3GXTLCYGA6ZQTE5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"I have played here, I have played there, I have played everywhere. I have also played in a house with a mouse and with a fox in a box. It is a great game with all sorts of unlockables. I also enjoy how you can customize the cars you unlock. the only thing wrong is that the diesel is terrible on gas. and even though you can upgrade gas consumption it really doesn't help.",Very Addicting Game,Verified Purchase,One person found this helpful,,1,18,13806593,Public
Lunensan,/gp/profile/amzn1.account.AFOSXESVAV5JTG4FDXYTAWVBOI7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,I absolutely love this game. Its so addictive and so much fun. It has so many different vehicles and different locations so you would nev err r get bored of it. And best part of all - its all free!!!  You can upgrade everything just by earning more coins while playing.  One of my most favorite games i've got from Amazon by far !!!,So addictive!!!,Verified Purchase,2 people found this helpful,,23,14,43775610,Public
Matt,/gp/profile/amzn1.account.AFWVGQBA6FY4HRJU7UX7672EGIQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,3.0 out of 5 stars,"Good addicting game, but I don't like the neck-breaking sound when you crash. I got the game for my niece and felt the sound and visual display of the person breaking their neck and dying was a bit morbid.",Good addicting game,Verified Purchase,2 people found this helpful,,332,65,2300307,Public
Jenny Aubrey,/gp/profile/amzn1.account.AFC6YAGIFVWAADCTUGLUECQUAPMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,4.0 out of 5 stars,"this app is a great way to kill time, the upgradesl system works well and with all of the vehicles and maps there is a lot of veriety",yes,Verified Purchase,,,57,53,557412,Public
Mark S. Shaskey Jr.,/gp/profile/amzn1.account.AGMBGLTAKJTXC6FOW5ZZZPW6FB3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"It's an amusing if simple physics based ""race"" game where you have a gas and a break peddle with varying types of hills, valleys and gravity.The goal is to get as far as you can without killing the driver, any hits to his head will kill him but you can successfully pull flips and back flips and get extra points.  Based on distance you get points which can be used to buy upgrades, new vehicles and new levels.Given enough time you seem to be able to get really far in the game without buying anything but if you want to throw a few bucks, you can as well.  It's simple and addictive and a session doesn't last long so it's a great twitch game.",Simple and Fun,Verified Purchase,2 people found this helpful,,52,79,4350447,Public
Molly,/gp/profile/amzn1.account.AHE6HQP24K7SBV5MZIF4SNQPFSMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"Simple, fun, addictive game. Pick your vehicle and course then drive. Collect coins, fill up gas tank, try to do tricks, try to go further than you did before. Great options to upgrade vehicles or unlock courses. My only critique is that it would be nice to coast on an empty tank until you choose to as standstill.",Great!,Verified Purchase,2 people found this helpful,,76,16,6489328,Public
LED Maniac,/gp/profile/amzn1.account.AH2345UA6DXRLRGMBDRINBS5J5IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 5, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"A very fun and addicting game! I had it on my phone and when I got my Amazon Fire TV, I installed it on there. Very easy to play with the Fire remote and very good quality on the TV.",Great game for the Fire TV,Verified Purchase,2 people found this helpful,,87,119,6214198,Public
AA1PR,/gp/profile/amzn1.account.AEJKFECCRXERQCBPF2U2CQELBWZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,downloaded from another site for free however amazon charged us $5 for this game,downloaded from another site for free however amazon charged us $5 for this game,Verified Purchase,One person found this helpful,,79,58,3137269,Public
Kindle Customer,/gp/profile/amzn1.account.AHICT7TZQV2AVMFWQYU6LLDIAQTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,You have to get the super fun moon ship!! This game will keep you occupied for hours on end! Great fun!,Super fun!,Verified Purchase,3 people found this helpful,,92,60,2706592,Public
JoAnn Boss,/gp/profile/amzn1.account.AEIE3F2TGXCCHWWBN5PKXO4A5CVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,kids like it,Five Stars,Verified Purchase,12 people found this helpful,,119,37,83234252,Public
dc,/gp/profile/amzn1.account.AEEGBWXOZIPJMLWZL7ILR7KJHTTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,This is a seriously fun game. Tons of different environments to drive in, upgrades to the vehicles are instantly perceived in the gameplay. I want more like this.,Ridiculously fun and madly addictive,Verified Purchase,2 people found this helpful,327,97,630758,Public
cookiet     .,/gp/profile/amzn1.account.AE76C3SKMLEALHP47WVELR225TLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"I am part of the more mature crowd and this is one of my favorite games.  I am not really into racing games but this one is so much fun. It was a bit frustrating at first until I learned to do the upgrades. Coins add up fast so the upgrades are easy to earn. The further you go the more coins you earn. I have had a lot of laughs watching the little guys head bobbing back and forth ""whiplash"" and racing to the next gas can; flying by the seat of the little guys pants. This game is the best.",FunFun,Verified Purchase,6 people found this helpful,,209,78,1987305,Public
Jeremy,/gp/profile/amzn1.account.AEKUVCL3RIMR7YGDU6XEMGZGTXUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,4.0 out of 5 stars,I got some enjoyment out of this game for a few hours.  I eventually quit playing it.  I did download it on a Kindle Fire for my nephew that needs a game in a pinch.  He seems to enjoy it as I did so far.,I got some enjoyment out of this game for a few hours,Verified Purchase,One person found this helpful,,478,426,1540453,Public
S. Sadowski,/gp/profile/amzn1.account.AFCZQ2HMYIXE4QAOOMWHS4NEEOVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 11, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I'm addicted to this game! ( in a good way, of course ) my brother and I each have this app, and we try to beat each other's scores! I haven't beaten him yet, but that doesn't matter!  All that really matters is that I'm having fun! Isn't that really what what matters in life?!? :/",this is a SWEET game!!! :-D,Verified Purchase,,,58,36,3684083,Public
Lilly burns,/gp/profile/amzn1.account.AGMZ2GG57MLB3NFC5WVIZB4UE7MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,4.0 out of 5 stars,"Wow!This is so much fun!I know it looks really stupid and even I had second thoughts about it, but it is so much fun, and it made me laugh because I can't get past level 2!(:My Little brother is laughing at me! And I enjoy it...of course I'm not the best at this game yet...but I will! I hope that you will enjoy it too!",LOL!!!(:,Verified Purchase,19 people found this helpful,,260,42,10300170,Public
Amazon Customer,/gp/profile/amzn1.account.AEMG3JBTW5YAM4K4GG2PXOV4IZ6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,3.0 out of 5 stars,This is a great game but they just added a bunch of new stuff and with it came new ads that block up half the screen in between levels. Where you pick you vehicle and level the ads almost cover the buttons so half the time you end up clicking the ad and not the game buttons.,fun but frustrating,Verified Purchase,2 people found this helpful,,20,24,6649549,Public
