author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Amazon Customer,/gp/profile/amzn1.account.AGZRXJ5VQQMEWC3EWNP4IWR7BBSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Like,Good game,Verified Purchase,45 people found this helpful,,51,9,8915512,Public
Jonathan W Crump,/gp/profile/amzn1.account.AEALWMCPAD2G2RYMNVIMA4NV3IGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,As expected,Five Stars,Verified Purchase,20 people found this helpful,,941,118,9584383,Public
Steven Darty,/gp/profile/amzn1.account.AGW342SYVB5KI3NK3KDB5U5W2PVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 8, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,4.0 out of 5 stars,"I had played this game for a while I stayed up for the start of new seasons but then there was an update the game required that was not, and still isn't available on the Amazon app store. I was so close to the next rank too but alas I shall never play sonic forces speed battle again.",I wish I could play it again,Verified Purchase,18 people found this helpful,,143,6,586317,Public
Amazon Customer,/gp/profile/amzn1.account.AEIIY4S6DSTIACHHDQ2LOW5PSRFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Perfect,Perfect,Verified Purchase,52 people found this helpful,,213,104,290982,Public
dunya_isabelle@yahoo.fr,/gp/profile/amzn1.account.AEKRAFCS6ZMO5JX7UDK4UKOVVSEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,I believe that this would keep players from getting bored,Legit app,Verified Purchase,45 people found this helpful,,45,1,36613751,Public
Amazon Customer,/gp/profile/amzn1.account.AEAGPVUOE7UCMSTTNLKWJJMSZINQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,I absolutely love this game it is a great way they set it up!,GREAT game,Verified Purchase,17 people found this helpful,,17,1,35877127,Public
Ava smith,/gp/profile/amzn1.account.AHSNIUSBZYS2UZBYCGVFC66OLNVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,It's a good game but its hard to get the person I want😶,Best game,Verified Purchase,5 people found this helpful,,45,2,83026879,Public
susana martin,/gp/profile/amzn1.account.AE2OBNFX3WJNCWBY2DUXNPOJWUXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 17, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,The coolest game ever,Five Stars,Verified Purchase,14 people found this helpful,,28,33,2635646,Public
Irene L. Goroshko,/gp/profile/amzn1.account.AFYZ2BK76AW5MJXHE6MV6A6MGWXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,I love this game,This game...,Verified Purchase,14 people found this helpful,,186,43,3963776,Public
Aaron J.,/gp/profile/amzn1.account.AHAMUQVHUERNAVJTWNY4MZJKKVXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,My son loves this game.,Love it,Verified Purchase,39 people found this helpful,,82,2,6319222,Public
Amazon Customer,/gp/profile/amzn1.account.AEQD46Z6GP3NEHH4LTZ2FTAJOKWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,It's a good game to play with my friends and f,The best,Verified Purchase,52 people found this helpful,,56,6,3941843,Public
LADY DI TUCKER,/gp/profile/amzn1.account.AGRI2OT36CQ5YOOL64NYAEIPEKZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 13, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,Fun game! Very addictive! Never a boring,Great game,Verified Purchase,7 people found this helpful,,23,43,1320139,Public
Cool game but,/gp/profile/amzn1.account.AFNBUYJJJMDC4JSZR35CDKPMU4GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 8, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,4.0 out of 5 stars,"I was playing this game so much it's fun and all, but I tried playing it yesterday, an error popped up that said, and I quote ""The server is currently down for game maintenance, please try again later."" At first I thought that the game didn't know it was connected to the internet which it is, so I decided to hit retry, which didn't work, then I turned the kindle off and on again it didn't work either, and I decided to wait it out, 1 day later I come back, try to play it didn't work either, and then I decided to un and reinstall the app, IT STILL DIDN'T WORK. Whoever made this game needs to get this maintenance done stat.",Love it but,Verified Purchase,21 people found this helpful,,71,4,14374582,Public
Stephanie Stevenson,/gp/profile/amzn1.account.AE4ZWQ6JB62XHZCYWTSADPPDQEQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome you  won't believe what you can do and you can buy stuff and get so many chest and new characters and missions i love it,Best game ever!!,Verified Purchase,30 people found this helpful,,30,1,5623922,Public
Amazon Customer,/gp/profile/amzn1.account.AEZIVZT6KK57PKENAOWLOPNQA4TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,I like how it takes people from the game Sonic Forces.,Sonic Forces,Verified Purchase,23 people found this helpful,,23,1,47267373,Public
Elizabeth Stoeckel,/gp/profile/amzn1.account.AFGCED4Z2I6Y7FDRGNY5DHAFEM7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,This is one of the most fun games! It is of of the best kid recommended games! Get this game and you'll have fun.,Greatest game ever,Verified Purchase,29 people found this helpful,,47,7,4740787,Public
Bec,/gp/profile/amzn1.account.AFL6YRUJGCHMEXFJOVU4FMAQEC5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"I love it I just wish I could get normal sonic forces for free. But still, awesome game!👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",Love it!,Verified Purchase,72 people found this helpful,,140,6,10540996,Public
Amazon Customer,/gp/profile/amzn1.account.AHRHGQSPXKGA2XRILBJJKJU2QHRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,Fun,Five Stars,Verified Purchase,38 people found this helpful,,38,2,19385282,Public
August Zickgraf,/gp/profile/amzn1.account.AH277WHCKZRRZ2DWHMTNLQLNRT6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"This is a fun game that can really get me excited. It has a variety of characters to choose from, each with a different set of power ups. One of my favorite things about the game is that you can still have a lot of fun without spending money. The achievement names are also pretty funny.",Really fun,Verified Purchase,55 people found this helpful,,55,1,30856963,Public
Laura Holsten,/gp/profile/amzn1.account.AFDXJGATYWPBIEUPRZC3N7PKMZBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,My grandson loves them!,Liked very much by my grandson and good variety and value!,Verified Purchase,40 people found this helpful,,44,40,785402,Public
Amazon Customer,/gp/profile/amzn1.account.AEL4IGPVPCWRXQLIHJWHVGTVYW6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 13, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I love this game it's all look cool,Love it,Verified Purchase,9 people found this helpful,,9,1,24793099,Public
Malachi,/gp/profile/amzn1.account.AGYQDQDLQC6UTKQ4YARKZSVJFPDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I love it it's a awsome app,SONIC FORCES,Verified Purchase,30 people found this helpful,,65,4,12995553,Public
Amazon Customer,/gp/profile/amzn1.account.AGFRH3R7QXK7QQEOECAOHX5MABQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,Like I said make More games,Games good Make sonic forces 2,Verified Purchase,60 people found this helpful,,60,2,4776378,Public
The Goddess,/gp/profile/amzn1.account.AFT3TBMJGYIJ4IUMPAICJYCDBUTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 31, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,4.0 out of 5 stars,"Installed this my fire tablet and have had many late nights collecting rings... Easy enough, and the colors are as bright and enjoyable as I remember.",My days as a kid came running back...,Verified Purchase,25 people found this helpful,,97,100,96125,Public
Adam Stubson,/gp/profile/amzn1.account.AEA6TTFAZAB5WNPC4KI2TPQOX36A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I love Sonic forces!!,Awesome!,Verified Purchase,50 people found this helpful,,50,1,6418486,Public
Jose R.,/gp/profile/amzn1.account.AE2QFIZMGGYIKJF7456PJUNVBRNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,It is fun but some times I get tired of always bumping into stuff and needs more characters,Sonic forces,Verified Purchase,21 people found this helpful,,100,9,4281024,Public
Amazon Customer,/gp/profile/amzn1.account.AFK5GYW7Y63OUMFF7IR55RG7K3AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,Cool game,Five Stars,Verified Purchase,22 people found this helpful,,33,12,6588676,Public
Kindle Customer,/gp/profile/amzn1.account.AFTAVEJHBT6F4Z7WG7CZUYL444JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,It is very fun and easy to play. I like it!,Great game!,Verified Purchase,29 people found this helpful,,34,7,2094167,Public
judy s. harmon,/gp/profile/amzn1.account.AHDLVSZDF6B6TMC4JYVN25UZOVEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 5, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,fun game for my 6 yr. old grandson.,game,Verified Purchase,55 people found this helpful,,127,43,4239460,Public
You tube,/gp/profile/amzn1.account.AFY6OITRTNSXZOSP5QRQ6FUKSYCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,The game got be ready to run and love gym😋😋😋😋😋😋😋,A LOVE IT!!!!!!!,Verified Purchase,54 people found this helpful,,54,1,8009425,Public
Amazon Customer,/gp/profile/amzn1.account.AFYU3E3IPRQOSFZCKFOSEBS24XPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Very fun game tough to put down.,Easy to jump in to.,Verified Purchase,42 people found this helpful,,42,4,8620558,Public
Amazon Customer,/gp/profile/amzn1.account.AEIDPECXPFUBQPODKD4UHSMZN5IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Very fun and hard on some parts.,Fun Game,Verified Purchase,24 people found this helpful,,24,1,37579707,Public
RichandBrittCantu,/gp/profile/amzn1.account.AFSE74VUY2QWFANLBCQZOX3RTTTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 16, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Cool,5 stars,Verified Purchase,48 people found this helpful,,52,39,4063206,Public
Alpery Ernest,/gp/profile/amzn1.account.AE6R3K4NY5SGO5M5IZALJNBYVFPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I love this game, my favorite character is Metal Sonic. I recommend you play this if you are competitive 👍",Awesome race game!,Verified Purchase,23 people found this helpful,,137,3,5026523,Public
william t potter,/gp/profile/amzn1.account.AHTH6ADZVEP6WPGZOATUQVFYSZ3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,My grandson love it,good game,Verified Purchase,31 people found this helpful,,31,4,4202824,Public
