author,author_profile_url,date_of_review,image_num,num_of_comments,rating,review_content,title,verified,votes_helpful
Manas D.,/gp/profile/amzn1.account.AEXBZ2VMXEOWMXVCJ7OPRTJDOJGQ,Reviewed in India on 25 June 2020,0,0,5.0 out of 5 stars,"This product surpassed my expectations.. i did find difficulty initially in shifting from windows to mac but overall it is a great product and very convenient to use once you learn its ways. Its superb for official work and has a wonderful operating system with superb features . Battery life is amazing, sound quality is superior and build is very sturdy. Much recommended for all. (Except Dedicated Gamers!) For gamers I guess Windows PC will be a better alternative. Otherwise go for it.",Very convenient for office use!,Verified Purchase,
Rohit Upadhyay,/gp/profile/amzn1.account.AEMNU2M75ZSDMVHTQSZWQ4AXPNAA,Reviewed in India on 8 September 2020,0,0,1.0 out of 5 stars,"Amazon is proving to be platform for fake sellers who get to display their defective products and sell it indiscreetly even like imac laptops.We bought this, & now it’s motherboard is not working. It’s not even 6m.On complaint, Amazon has exceeded it’s TAT and not acted upon.",Seller selling defective iMac,Verified Purchase,
Manjunath M,/gp/profile/amzn1.account.AHNJIGLID3NQPQBRXW3PWKANYWMQ,Reviewed in India on 26 January 2019,0,0,1.0 out of 5 stars,3 Days before I purchased this Laptop.  It is started heating after 10 mins usage (only browser).  It seems I can't raise a replacement request without apple's approval.  Worst!!!  Worst!!  Worst!!!  For this cost we can buy some other good laptop..,Hearing issue,Verified Purchase,3 people found this helpful
Mia 🛍️🛒🎁🍜,/gp/profile/amzn1.account.AFU5LL2B5UT6CGF27M725DJJEPPA,Reviewed in India on 2 April 2019,0,0,5.0 out of 5 stars,"All good, had to learn how to use mouse pad before using it, the mouse pad can be clicked from anywhere and had to learn Mac OS, if it's too hard then I suggest to get windows OS using bootloader, and use the previous Windows key to use in here, battery life is good and light weight.","Good laptop , but a learning curve for new users",Verified Purchase,
Raj Shekhar,/gp/profile/amzn1.account.AF2YHS4BGLAJWFMLDGQAHXTKGBMA,Reviewed in India on 25 September 2017,0,0,5.0 out of 5 stars,Excellent Apple. I have been using windows at home since more than 10 years. Switced to mac now. By just seeing the laptop one can feel the class. Awsome features in Mac. Although requires some efforts to understand mac technology if u have been using windows before. But smooth transition so far. Only thing u need to buy ms office for mac seperately.,Awsome..,Verified Purchase,2 people found this helpful
Akshay Mrinal,/gp/profile/amzn1.account.AE242Q4COCF6BDUJFZODCUBX2PZQ,Reviewed in India on 25 February 2020,5,0,5.0 out of 5 stars,"I had switched to 2017 MacBook Pro (13-inch, 2 thunderbolt 3 ports) from my old windows  laptops and it is really amazing experience to feel the perfomance of this apple product.As I am also a new mac user but, I am writing this review after personally used it.*The build quality ""Not to say anything""Just waaooo...*Battery performance give a huge thumbs up 👍*Display is average 🤷‍♂️ you can go through this laptop if there is no need of gaming or complex editing tasks.In 2017 model you will get 2 thunderbolt 3 ports which is best deal.",Just Amazing 😍😍😍,Verified Purchase,
Amazon Customer,/gp/profile/amzn1.account.AHYYV7TI2AK5DQVFQ2RWQGK4ZGAA,Reviewed in India on 6 August 2020,7,0,5.0 out of 5 stars,"Pros~Very compact & light weight~Screen quality is amazing~Battery life is amazing~Works better in Apple environment, If you have phone & watch~Can pick up calls from this laptop if you have iPhone synced with Mac~Can so Imessaging from laptopCons~Can’t play games~Little difficult in working if you are switching from windows",Good Laptop for daily working,Verified Purchase,
Dhruv Malik,/gp/profile/amzn1.account.AFNWS3HBMEXPSNB4CGFTEAC5A24A,Reviewed in India on 18 June 2020,0,0,5.0 out of 5 stars,I got this at 43k in sale in the year 2017. It was the first time ever deal and since then the price has never dropped.,Got lucky with the price.,Verified Purchase,3 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AGGSEUW5COR4OD3OEW44E6P2JKJA,Reviewed in India on 3 May 2020,0,0,5.0 out of 5 stars,"Served my needs, not sure about gaming, small to medium photoshop/audio processing/mixing can be easily done, recommend not to save project in computer, save project using external hard disk, since the internal memory is low.Overall very nice product",Amazing product @ this price,Verified Purchase,
Sohail Inzaman,/gp/profile/amzn1.account.AFCU5YU6BAOIH7UXJPY5HE3E7TXQ,Reviewed in India on 10 October 2020,0,0,5.0 out of 5 stars,"If you’re a student, this will be the perfect laptop for you. Battery life is great. Even for editing photos at photoshop it’s quite good. But if you’re a professional go for the pro. If you’re a moderate user this is the one. 👍🏼",Awesome!,Verified Purchase,
Dhiraj Mehta,/gp/profile/amzn1.account.AFIPP6263ZX2TONGBIGUUQ3467MA,Reviewed in India on 27 February 2019,0,0,1.0 out of 5 stars,Just after 6 months this MAC suddenly switched off and now i have to visit service centre to repair it.No reliablity at all.Wouldn't recommended.,Suddenly stops Working,Verified Purchase,2 people found this helpful
Bhushan Bisane,/gp/profile/amzn1.account.AH5RJREGZTEWZPANPHYREM3VQ6PQ,Reviewed in India on 5 October 2019,0,0,5.0 out of 5 stars,Very good n premium laptop by apple. Macbook air is not for gaming its for professional use only ..For programmer its a right choice. Xcode runs smoothly on macbook air. Its powerful machine..,"Best laptop under rs60,000...",Verified Purchase,One person found this helpful
Amazon Customer,/gp/profile/amzn1.account.AGTS5RJAR73PYG3DTALY32EPRR5A,Reviewed in India on 3 October 2020,0,0,1.0 out of 5 stars,"Received faulty item, light wiring smell was coming from Laptop. Had to return the laptop. However return process was not smooth as amount is greater than certain limit set by amazon. Also due to unavailability of replacement they refunded the amount however process took almost a week.","Received faulty item, light bwiring smell was coming from  Laptop",Verified Purchase,
vimal,/gp/profile/amzn1.account.AHE4H443B7J3YZQMX522KBIFTFLA,Reviewed in India on 11 October 2019,0,0,1.0 out of 5 stars,"It's simply dabba product from Apple, i bought this product in 2018 and after exact one year it stopped working. And one good thing from Apple , they will not provide support like voice or chat after warranty. And if you will take this to Apple service center they will charge like anything.","Apple products are Worst , don't go for it",Verified Purchase,One person found this helpful
Jo,/gp/profile/amzn1.account.AHIHQNRWL2FBGFWZPW4M7OYE64GQ,Reviewed in India on 27 December 2018,0,0,5.0 out of 5 stars,"I got a great deal on this laptop, which I have been using for almost a year now. I got it not only on discount but also was able to exchange my old laptop with this! Laptop works really well, it was a good purchase!",Got a great deal on Amazon,Verified Purchase,One person found this helpful
Varshini R.,/gp/profile/amzn1.account.AHTZHQVBEX72OB5J3XVZ5TJKSUAA,Reviewed in India on 3 March 2020,0,0,5.0 out of 5 stars,"Mac had  been delivered in 2 days. Product is perfect but the packing pattern need to be improved to avoid tampering. Packing really worries on first glimpse. It's fine in its own way but it's not tamper proof package. Coming to Macbook,After nearly 1month use, damn its simply super and butter smooth in performance.  Amazing battery back backup. Display resolution should have been better to the price paid but it's better than many other window laptops. Storage is also also low but not an issue.","Butter smooth performance, but package pattern is not upto mark",Verified Purchase,
Bhavin P.,/gp/profile/amzn1.account.AEIGWZKYBN42ZWF46CP5U22D4S6Q,Reviewed in India on 8 October 2019,0,0,5.0 out of 5 stars,Apple is appleMy one year Experience with it good for DevelopersA camera is again goodPerformance is awesomei5 processor is well working 1.8ghz BetterGraphics is also awesomeGesture is awesome touchpadLooks wonderfulLightweight to carry anywhereDisadvantageNot for gamingApplication on appstore says to purchaseStorage is very less as we are paying high,Not for gaming but awesome product,Verified Purchase,
Shan,/gp/profile/amzn1.account.AFU265CBGGHE6UQHS7XJYGRP6T2Q,Reviewed in India on 23 January 2020,0,0,5.0 out of 5 stars,Was abit reluctant to buy this online. But I did it and I am glad I did. This price difference in Apple store and here was huge.. Got it as described. Checked with Apple and verfied the warranty.... Thank you Amazon,Love it...,Verified Purchase,
Ayan Banerjee,/gp/profile/amzn1.account.AFXPD45KVRM3LUVMKWBOJYHJNVSQ,Reviewed in India on 7 March 2020,0,0,5.0 out of 5 stars,Great product in good price. Bought it in amazon sale with great value. OS loading is very fast. Upgraded to catalina os for free from apple upgrade.,Great product in good price.,Verified Purchase,One person found this helpful
Abhilash abhi,/gp/profile/amzn1.account.AHYMZFKBM73PQZ4ZAHYHO27ITP7Q,Reviewed in India on 16 March 2019,0,0,5.0 out of 5 stars,Iam a btech cse student  i bought this laptop for 60k● Speed of this laptop is excellent compared to my friends laptops (windos 10)Which are at  same price●performance of mac os is very fluid with out lag●and this laptop is best for programming c++/java/python/blender/etc. Ecxellent performance● meny gestures to use  sound quality is excellentIam fully satisfied about this laptop,Fully satisfied,Verified Purchase,One person found this helpful
Dipankar Shome,/gp/profile/amzn1.account.AEGUNHBL6E5RDTR44SLI72CFFYVA,Reviewed in India on 10 June 2020,4,0,5.0 out of 5 stars,This is first time I am using apple. So find difficult to set up. But this macbook is very good in every aspect. Definitely value for money.,Love everything about my macbook,Verified Purchase,2 people found this helpful
Sam ansari,/gp/profile/amzn1.account.AHJAKVU6GR2KR2CB4U7WT75CQAAQ,Reviewed in India on 29 October 2019,0,0,5.0 out of 5 stars,"She is a monster, highly-quick, smooth as butter, quick as light, light as feathers, it brings the best of me, app launch is real quick. must buy! but every good thing has a price, and she has too!, but worth every penny you spent!",Monster on the loose,Verified Purchase,One person found this helpful
Raushan,/gp/profile/amzn1.account.AHKZK5GE37764SOY3W7A7X3JOVBQ,Reviewed in India on 4 August 2020,0,0,3.0 out of 5 stars,product is good  but appario pvt Ltd is not trustable shop. 3party policy and used product are reselled by this particular shop prefer official store instead of amazon.in,product is good but sellers are bad,Verified Purchase,2 people found this helpful
DAVINDER,/gp/profile/amzn1.account.AFZWZF5HVWF7TKTCOR6FLODVGQ6A,Reviewed in India on 30 September 2017,0,0,5.0 out of 5 stars,"Macbook Air is just awesome product. Worth of money spent. Its not a laptop only, but a gadget meant for genius people. There are lot of smart features, nd overall the m/c is really robust. Stev jobs's ceation is really a wonder. Thanks Amazon for making available this product at a very competitive price tag.",Just an awesome product,Verified Purchase,One person found this helpful
Pratik S.,/gp/profile/amzn1.account.AGJDSFXXBOTHYDK4GIF4YBQAQQLA,Reviewed in India on 16 February 2019,0,0,5.0 out of 5 stars,Just love this piece! I owned a MacBook Pro before... But apart from the retina screen.. i don't miss anything else.... Just an awesome day to day performer... Open the lid n its ready to go... Amazing battery life (I've stretched it beyond 10hrs without wifi),Best all time daily use laptop!! Period!!,Verified Purchase,
Sekar Ganesan,/gp/profile/amzn1.account.AEHRFZ32QL4UBNBLRQTODRQKK6JQ,Reviewed in India on 23 May 2020,0,0,5.0 out of 5 stars,This is my second purchase of macbook air. So far I have not been let down. Recent prolonged use of video calls froze the Mac few times. Once I upgraded to Catalina the problem seems to have gone.,"Crisp, Powerful, Light and as easy an Apple",Verified Purchase,
Nazim,/gp/profile/amzn1.account.AHISZG3GVEUNDHER2XIUF6XURDRA,Reviewed in India on 7 November 2018,0,0,1.0 out of 5 stars,It is out of order ......Suddenly it stopped working kindly replace itReplace it as soon as soon as possibleAs it is not physicically damaged ......it is not having single one scratch ........suddenly stopped block out screen.Kindly replace it,Poor experience .......how MacBook shuld suddenly stop,Verified Purchase,3 people found this helpful
Vaibhav Rai,/gp/profile/amzn1.account.AF4DK7HOKHYX7SWJODI36FYIAFGQ,Reviewed in India on 5 March 2020,0,0,5.0 out of 5 stars,Apple has never let the customers down. Got this at a great deal price. Superb quality compared to competitors. Competition may be cheap priced. But. Apple quality cant be beaten,Just Amazing,Verified Purchase,
Reviewer,/gp/profile/amzn1.account.AEPTTH7ZTIBHSTGBQAMKRGIFIOCQ,Reviewed in India on 29 March 2020,0,0,1.0 out of 5 stars,"Bought on 21st feb, now screen is not getting on..Think have received faulty device, doesn't have any support number available, doesn't have serial no also ....","Poor Post sale support, no light on screen in one month of purchase",Verified Purchase,2 people found this helpful
Karandeep Malik,/gp/profile/amzn1.account.AG2ESPJ7HB257WJOB432KZK4PFYA,Reviewed in India on 3 December 2019,0,0,5.0 out of 5 stars,"A great product. Value for money. Mac laptops are the best performing laptops despite the fact that they use old hardware. Very stable, good performance, recommended for ML beginners use.Fast boot up extended battery life",Great product.,Verified Purchase,
Arvind S,/gp/profile/amzn1.account.AEFSL5QE3K3QGMDLYKTX233LR43Q,Reviewed in India on 3 August 2019,0,0,1.0 out of 5 stars,The specification displayed is different and what received is very old model laptop,Received old model,Verified Purchase,4 people found this helpful
Venzin,/gp/profile/amzn1.account.AHWLFVEVAWSA67IVRMEYQ46RI5BA,Reviewed in India on 9 March 2020,2,0,4.0 out of 5 stars,Overall the product is good performance is superb at this price range everyone will be saying u can get a windows laptop wit gud features but don’t judge a book by its cover u will be amazed aftr using this laptop the only drawback is gaming macs aren’t meant for gaming 😛,Can’t describe wit words,Verified Purchase,
Amazon Customer,/gp/profile/amzn1.account.AHSRL5G6GF3RA2CYLHISLOK6WZRQ,Reviewed in India on 3 January 2020,0,0,4.0 out of 5 stars,"I am new to Mac & has been using this since past 3 days. So far, I have a good experience with battery. I am using Mac for browsing internet & reading. Getting roughly 9-10 hrs of battery life for this kind of usage",Enjoying Mac Experience so far :-),Verified Purchase,One person found this helpful
Bishu,/gp/profile/amzn1.account.AELLSBDBQ742B4Z3C53EOWDXBCFQ,Reviewed in India on 28 October 2019,0,0,5.0 out of 5 stars,"Gaming - I don’t play as such and hence no commentScreen quality- as compared to any window laptops, Apple is way  ahead.. no comparisonBattery life - it is low & a huge area of improvement",I am loving it,Verified Purchase,
Guddu,/gp/profile/amzn1.account.AF5BU4W34VBQHVRP7NQ55MBA6TYQ,Reviewed in India on 31 August 2020,0,0,1.0 out of 5 stars,Warranty is only 6 months. Macbook went to service centre and it is found out that applicable purchase date was 6 months earlier than actual purchase date.,Cheating in Warranty,Verified Purchase,2 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AFP2QPSUO2EAYLGABZ3S2MXKO2BA,Reviewed in India on 16 October 2018,0,0,5.0 out of 5 stars,"I have used windows laptop all my life but this one completely took me by surprise. Very sleek in design, lightweight and super fast. Installing office 365 was so easy.. Plus thanks to the Amazon sale I got it for 53.. So I am pretty happy with the product.",Best Buy,Verified Purchase,One person found this helpful
Ra than,/gp/profile/amzn1.account.AG3HVV2T36NO4YBCUQDTIFHQTHAQ,Reviewed in India on 25 October 2018,0,0,5.0 out of 5 stars,I Received Apple Mac in Good Condition and its Os is Out Standing From 6th Standard I am Using Windows at Last I Switched to MAC its a Great Machine Go For it Without any Doubt ....,Excellent Product,Verified Purchase,One person found this helpful
Atul Rai,/gp/profile/amzn1.account.AFMKD3SUZEUZWGGPVF2BKNE5LJKA,Reviewed in India on 28 January 2019,0,0,5.0 out of 5 stars,I was a windows user for more than a decade and buying MAC was a big change. As I was using iPhone so thought to try Mac instead of PC. I bought during a deal on amazon and it costed me around 55k. I received laptop in great condition and it’s working great. I bought it for work purposes not for gaming so storage doesn’t bother me. Please go for it.,BUY IT!! Without second thought,Verified Purchase,One person found this helpful
vineet shukla,/gp/profile/amzn1.account.AGRU3KE76BRDWIB3WOKPYXIWFLSQ,Reviewed in India on 14 December 2019,0,0,1.0 out of 5 stars,I am very surprised that display has suddenly stopped working. This is real bad. Now I am getting a total of around 35000 Indian rupees to change the display :(. Pathetic.,Display stopped working suddenly.,Verified Purchase,2 people found this helpful
AMIR MOHAMAD,/gp/profile/amzn1.account.AEQKGGYQ6MVKIBJEKCIJHMRA6GRQ,Reviewed in India on 21 July 2020,0,0,1.0 out of 5 stars,It stopped starting up the third day after i bought it and now due to covid i dont know how long before someone from apple technical repairs it. Horrible,Covid and service,Verified Purchase,One person found this helpful
jayesh,/gp/profile/amzn1.account.AFFNVUZKSBFAA2WUYB6DU35YXL3Q,Reviewed in India on 5 June 2020,0,0,5.0 out of 5 stars,"After using macbook air for a week, I felt like I should have bought it long ago. Excellent making and performance. No windows laptops can be anywhere near to this beautiful piece of technology.",Fantastic Machine,Verified Purchase,
Ashish aggarwal,/gp/profile/amzn1.account.AHKY245GZBOHMT5ZQN5FH2GL4PTQ,Reviewed in India on 19 October 2020,0,0,5.0 out of 5 stars,"After doing research of almost 6 months, I decided to purchase apple MacBook air and finally I purchased it on 16th October and same was delivered to me on 17th Oct. I can say that apple has no comparison with any other product or brand in the market. The built up quality is awesome and features have no match with anything else",Best product in the market,Verified Purchase,
Sourav Dhar,/gp/profile/amzn1.account.AG6SX5ZNHRFOCQ6R737J24TGPLXQ,Reviewed in India on 29 September 2019,3,0,5.0 out of 5 stars,"Very robust and outstanding build quality. The product is even better in physical appearance than shown in pics. Very classy, impeccable finish. This machine is amazingly smooth and all the software and applications run lighting fast. Sound quality is also very good. The touchpad is awesome and works like breeze. Amazing product.",Outstanding,Verified Purchase,
Ravindra,/gp/profile/amzn1.account.AE4ZQQVXVG3CWPI4ZYAB3QQPA3GA,Reviewed in India on 26 October 2019,0,0,5.0 out of 5 stars,i am software developer and i am using  this as my primary laptop for projects. i am using this laptop for programming .. This is perfect laptop for students or programmers..Built quality is awesome..This laptop still worth even in 2020.,Perfect laptop for programmers and students....,Verified Purchase,One person found this helpful
Amazon Customer,/gp/profile/amzn1.account.AHGIGAKQIUFPNAGMQJHYP5PA7RXQ,Reviewed in India on 6 December 2019,0,0,1.0 out of 5 stars,The laptop is not starting up after 2-3 weeks.. it is very difficult to get apple support. if possible i want to return the laptop.,not a good laptop,Verified Purchase,2 people found this helpful
Rakesh Dash,/gp/profile/amzn1.account.AGYTJYJOANZWJH4FSURHD4SFM7SA,Reviewed in India on 9 July 2020,0,0,1.0 out of 5 stars,"This is so annoying. It's just been a month and I'm facing innumerable display/ screen issues and when I want to speak to the seller, they don't allow me to.",They are a scam,Verified Purchase,2 people found this helpful
Anish,/gp/profile/amzn1.account.AG3JOSR7WR43FZ3Q7BFKNKM25L6Q,Reviewed in India on 24 February 2020,0,0,1.0 out of 5 stars,"I bought it and after 5-6 months it stopped working, when I take it to service center , they found that the motherboard is in worst condition and all the parts were not original but because of in guarantee they are repairing at no cost. I give u opinion to buy from shop not from Amazon.",Don't buy,Verified Purchase,
Amazon Customer,/gp/profile/amzn1.account.AGNTCLGC4XNRHTUTVPUW2QMPFUUQ,Reviewed in India on 13 August 2019,0,0,5.0 out of 5 stars,"Since I'm digital marketer, I use it for all th task that I carry out every day. I don't use it for gaming and coding. The performance is good but as per the reviews, I was expecting a better battery life that's lasts for 12 hours. This one lasts for 7-8 hours. Display is not that great, not as I expected.",Overall a good purchade,Verified Purchase,One person found this helpful
Sanjay Bhatnagar,/gp/profile/amzn1.account.AGORJQGCTMNGEOGITS6BZQRD3VHQ,Reviewed in India on 7 August 2020,0,0,5.0 out of 5 stars,"Excellent product came in unopened and original sealed box , on time delivery, absolutely happy experience. Thank you Amazon.",Excellent performance genuine product,Verified Purchase,
Ashish Mishra,/gp/profile/amzn1.account.AFVPCEJNFIUR5V74BNRI4FTAGGRQ,Reviewed in India on 7 April 2019,0,0,5.0 out of 5 stars,"As all know this is one of the best Macbook from Apple and high in demand. So its very productive, high in work performance and the main thing its battery backup. Charge once and use full day without any trouble.",Perfect Productivity and Awesome Battery Backup,Verified Purchase,One person found this helpful
Mayura adya,/gp/profile/amzn1.account.AEAM6KIWPKSQLTJ4KACJ4ORGZNVQ,Reviewed in India on 23 January 2019,0,0,1.0 out of 5 stars,"Received a defect product .My motherboard got damaged just after a year when the warranty expired .The cost of replacing motherboard is 47,000. I got it in Diwali’s sale for 50,000.The piece was damaged . Sucks . Have to sell it for a much cheaper price now .PLEASE BUY IT FROM STORES AND GET EXTENDED WARRANTY FOR ANY APPLE PRODUCTS.",Received defective pieces . Please buy from showroom,Verified Purchase,One person found this helpful
Akhilan,/gp/profile/amzn1.account.AHUD3D2QNZ247CFDQLXXCTDRF4EQ,Reviewed in India on 12 August 2019,0,0,3.0 out of 5 stars,Got a dead pixel after 2 months of use.  Otherwise good for office use.,Average product,Verified Purchase,2 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AESLHVP2BUN5X2NG52WFGPEYVDOQ,Reviewed in India on 17 July 2020,0,0,2.0 out of 5 stars,This is very poor macbook. Just in period of 3 years screen on macbook gone wherein much cheaper laptops have larger and better life.,Poor Macbook. Not recommended,Verified Purchase,2 people found this helpful
m b r,/gp/profile/amzn1.account.AGQJK5KCK4JMZNOTDD5AHYWLURBQ,Reviewed in India on 26 October 2019,0,0,5.0 out of 5 stars,excellent product. got it under 50000 rs in amazon great Indian festival. This laptop is not for heavy gamers. It gets heated up when u play heavy games such as pubg. It is the best laptop for office purposes and college projects. This laptop is best preferable for college students.​,Once a Mac user always a Mac user,Verified Purchase,One person found this helpful
srinivasan,/gp/profile/amzn1.account.AGJEJCU5HQ7YGZ7A4LGMFITT7POA,Reviewed in India on 15 June 2020,0,2,1.0 out of 5 stars,I am surprised to receive a 2017 make mac book air instead of a current one. once again I have received the same make. what should I do now?,have received a 2017 make laptop (Mac book air),Verified Purchase,2 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AF6BAMEMP5IWOVCZH2GGQMTF3ZUA,Reviewed in India on 4 July 2020,3,0,5.0 out of 5 stars,"I've purchased this macbook air in Jan 2019, this is amazing, performance you can't compare with windows laptop, it's too fast, battery backup is more than 11 hrs, display quality is very good, sound quality is also good, if you are normal user then you can go for this product. It's very light and portal. Worth of money.",Macbook Air,Verified Purchase,
Amarinder Singh,/gp/profile/amzn1.account.AHG2YBAYCZKRGO42I3A2K56IGJUA,Reviewed in India on 14 November 2017,0,0,5.0 out of 5 stars,Very good product.Thanks to Amazon for giving this opportunity of adding promotional balance to my account once I received my Laptop.,Very good product. Thanks to Amazon for giving this opportunity ...,Verified Purchase,3 people found this helpful
rabya khatoon,/gp/profile/amzn1.account.AHEW5IWVNY6GHQFVZPPSLDKZFQUQ,Reviewed in India on 25 July 2020,0,0,3.0 out of 5 stars,This is not good to buy bcz I am facing many problems. Many times it shuts down automatically. No one helping for it.It's really bad idea to buy online this laptop.,Personally I would like suggest please don't buy it.,Verified Purchase,One person found this helpful
Ekta,/gp/profile/amzn1.account.AHVKNA5WZXNDZXCMZYQS3Q23PJMQ,Reviewed in India on 10 October 2020,0,0,5.0 out of 5 stars,"I am writing this review after using the laptop for almost 1 year... it has very good batter which last for around 6-7 hours, good screen quality and good sound quality as well . It is best for professional users.",Best Laptop to buy,Verified Purchase,
Dr. Priya Choudhary,/gp/profile/amzn1.account.AGRTIWIRQAK3WUMUW4HREGM5JN4Q,Reviewed in India on 21 January 2019,1,0,4.0 out of 5 stars,"Display, Sound quality and battery life everything upto mark..happy to buy it..packing n delivery was good too..",Happy..:),Verified Purchase,2 people found this helpful
Sam,/gp/profile/amzn1.account.AHERZZF5P3QJIEXPRFW5PP6BX6SA,Reviewed in India on 10 May 2019,0,0,4.0 out of 5 stars,Nice laptop. Had got it for ₹44000/- just for the laptop without exchanging any old ones. Feels a little outdated now but still ok if available for around ₹44k else go for any other laptop. Display is a let down & the bezels are really boring to look at. It's an old processor but decent for normal day to day use.,Good only for ₹44k. Else don't waste your money.,Verified Purchase,One person found this helpful
SF,/gp/profile/amzn1.account.AF6YWPKAX5O267QEY4Z6JEQM2KCA,Reviewed in India on 20 November 2018,0,0,3.0 out of 5 stars,"Had two MacBook Pros before. This is my first Air. Sound quality, durability, and battery life are good, just what you would expect from a Mac. The screen is not as good as the previous models, and prolonged usage hurts the eyes a bit.",Could use a better screen,Verified Purchase,One person found this helpful
Danish,/gp/profile/amzn1.account.AFUQHBOB6JWFF4L3TQMY3J36FUNA,Reviewed in India on 30 May 2020,2,0,5.0 out of 5 stars,If someone ask me is this product worth in 2020 I will say it is wort till 2025 and who knws Apple stabily is damn good may be after tht,Works so smooth,Verified Purchase,2 people found this helpful
Nainesh Dadhania,/gp/profile/amzn1.account.AG2BYEGFXJDWFXHEPOJEXCDU4N3Q,Reviewed in India on 23 September 2017,0,0,5.0 out of 5 stars,my self long time working woth windows now i recived my first macbook air  i feel its great machine specialy salute apple for battery backup and mackbook make very slim and best for normal working like me as business manall our bust buy for this price i use i phone as long time but mackbook is best in all laptopthanks amezone for great delivery and best packing all it100% go for macbook air for this rates 09/10,... i recived my first macbook air i feel its great machine specialy salute apple for battery backup and mackbook ...,Verified Purchase,One person found this helpful
Rakesh,/gp/profile/amzn1.account.AFMGTWLMQURCOY3RL3NSYMPCA4YA,Reviewed in India on 25 December 2018,0,0,3.0 out of 5 stars,This review will be helpful for developers out here.1. Speed - Good2. Memory - You can opt for external HD3. Using Xcode and Android Studio at the same time - Still works well :)Everything is great with this machine except weird screen coming up on wake up and yes MEMORY :(,Good except weird screen on wakeup,Verified Purchase,One person found this helpful
Raju,/gp/profile/amzn1.account.AGVSUONROFRZ6GYSHCYXWFKF2J3Q,Reviewed in India on 15 March 2020,0,0,5.0 out of 5 stars,I am giving my review after using this product for months.  Its battery life is great.  The performance is fabulous.  The display quality is eye-catching.  The sound quality is very good.  I also recommend you to use this product,Excellent Product,Verified Purchase,One person found this helpful
Yogesh,/gp/profile/amzn1.account.AFRWNP2NWHPTTFAAXI4WDCBNWWWQ,Reviewed in India on 21 December 2019,4,0,5.0 out of 5 stars,"Great deal for an entry level apple MacBook , 10-12 hours battery backup , happy buyer with my purchase , overall best deal, I’ve used my MacBook almost 2 month And there is no problem till now.",Great deal,Verified Purchase,One person found this helpful
Nitin,/gp/profile/amzn1.account.AFPL72KVCJ7XZD4PTVX44OEVEHGQ,Reviewed in India on 4 October 2019,0,0,5.0 out of 5 stars,First i was scared to invest in macbook air... Coz cost was high and was not sure about the performance... But the macbook proved  me wrong... It's an amazing product... Amazing experience till now... I'm using it from last four days and happy with its performance....Also a big thanks to Amazon and the dealer for the amazing packing....Totally happy and satisfied ✨,amazing product... Worth it....,Verified Purchase,
Dr. Pankaj Lakhani,/gp/profile/amzn1.account.AF3M53UIWIP4FE4KUVZRGGRDY7NA,Reviewed in India on 4 November 2019,0,0,5.0 out of 5 stars,MUST HAVE LAPTOP. IT SERVES ME IN MANY THINGS. APPLE PROVIDES SOME INBUILD APPS WHICH I USE FOR DIFFERENT PURPOSES AND SAVES MY TIME AND MONEY. IT BRINGS OUT YOUR SKILLS AT DIFFERENT LEVELS.,IT BRINGS OUT YOUR SKILLS AT DIFFERENT LEVELS,Verified Purchase,
Rohan Parab,/gp/profile/amzn1.account.AF6FAZNYGLT62ACAT6YQQFZSVC3Q,Reviewed in India on 15 July 2019,0,0,2.0 out of 5 stars,this laptop stop working after one year,dead after 1 year,Verified Purchase,3 people found this helpful
Rajesh jat,/gp/profile/amzn1.account.AEUHQP4ZWWGE47WQPCXVR5XKPZZA,Reviewed in India on 11 August 2020,0,0,1.0 out of 5 stars,I purchased Mac book 26 May 2020Now it’s not start . I given to service centre . Service centre tell me about this Machin mother board will be change due to technical issues.Warranty of this Machin  only 4 month showing remain 4 month after billing . Online showing it’s 1 year warranty,Not happy,Verified Purchase,
Aslam,/gp/profile/amzn1.account.AFONECXFRNPJBNXLBRDNV3KRYJFQ,Reviewed in India on 15 January 2020,0,0,5.0 out of 5 stars,Posting this after 2 years of usageAwesome Apple MacNo performance issues till dateOnly problem is 128 GB of SSD expecting more at this price rangeAm editing this after 4 yearsStill working well and in good condition,Please increase SSD,Verified Purchase,
