author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,total_review,helpful_votes
cinthia,/gp/profile/amzn1.account.AEGHDZ4NK6755Z6R7SQAYGFZLSTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&pageNumber=68&reviewerType=all_reviews,5.0 out of 5 stars,It took forever to charge when I first got it. I’m talking like 24hrs. But after that I would charge my phone a good 3 times and still had plenty of juice and would only take me a few hours to recharge it. I could also charge multiple phones At the same time and it wouldn’t take forever to get it at 100%. Only downside is that it’s quite heavy but who cares lol,I would recommend it,Color: BlackVerified Purchase,,,150,18
Dchafin,/gp/profile/amzn1.account.AFHYCTFIVCCFWPYLSEXAHV2H7LCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 11, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&pageNumber=68&reviewerType=all_reviews,5.0 out of 5 stars,"I really like this little battery pack, the overall portability and capacity of this device is awesome. You can practiacally fit it anywhere from a cargo pocket to a clutch purse. This thing has a lot of power for it size and with the Anker brand you know it's quality products. I use this with the quality Anker braided cable and my wife never leaves home without it. I would recommend this to anyone who has a on the go lifestyle. This should be in your roadside kit in case of emergency.The only suggestion I have is that it could have a LED light in case of emergencies however, the product is superb as is.",Anker battery pack,Color: BlackVerified Purchase,,,40,18
JODI,/gp/profile/amzn1.account.AHIHJA6VRK2TMJDNRWGWZCLMRJJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&pageNumber=68&reviewerType=all_reviews,5.0 out of 5 stars,"I am writing this review nearly a year after buying this charger because mine stopped working for some reason and I contacted Anker about the issue and they promptly replaced it!Their customer service replied to my initial email within 24 hours and less than a week later, I received a replacement.I have purchased nearly a dozen Anker products and this is the first time I had any issue.It's hard to find companies who stand behind their products to this degree. Anker is simply the best!",ANKER STANDS BEHIND THEIR PRODUCTS!,Color: BlackVerified Purchase,,,19,3
Yash Gujarati,/gp/profile/amzn1.account.AH7PPBTXJUYDD6NZTFZJLLZFQPXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&pageNumber=68&reviewerType=all_reviews,5.0 out of 5 stars,"I bought the Anker PowerCore 20100 in December and had been using it ever since on daily basis. Being a college student, owning a powerbank is essential. My field of study also requires me to travel a lot, thus making my a powerbank more useful. However, last week, my PowerCore failed to work/charge, this happened 9 months after my purchase. I decided to contact Anker regarding the matter and they asked me to perform few simple tests, like trying a new cable or changing my charging source. After 3 email exchanges with Shae (Anker representative) I was sent a new powerbank at my door step. Thanks Shae, you were very nice and quick with responses. I have been using the power bank with my Google Pixel 1 in past and now with my Google pixel 2, though this model does not have a USB C port, thus I shelled out a little extra and bought the original Anker USB C cable to go along with my powerbank. I'm very happy with my powerbank and the ""Legendary"" Anker customer service.",Worlds best customer service even after 9 month of purchase,Color: BlackVerified Purchase,,,3,2
Alex Richardson,/gp/profile/amzn1.account.AGIAFNUMPQD2ZRXBRWX7TW4IS26A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&pageNumber=68&reviewerType=all_reviews,4.0 out of 5 stars,I really like this portable battery.  It provides a really good power output to my phone and can charge it fully within about an hour and a half.  My first one died but Anker luckily sent me a replacement and my new one has been good for 2 years so far.  Will probably come back as their warranties are hard to beat.,Nice but my first one died on me,Color: BlackVerified Purchase,,,68,30
Michael T. Milanich,/gp/profile/amzn1.account.AEKNNCB5E3ETLS4HNHWTRKOGZR3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,5.0 out of 5 stars,"My Galaxy S6 was always dying on me when I needed it to take photos at the end of a night, and I needed an answer to my power issues.  A friend had the same (or a similar) model and I remember him singing its praises, so I finally got myself one.I needed it this weekend while staying in a hotel with some friends and not always having access to the plugs while they were charging their devices -- and it performed beautifully.  A quick charge brought me right back up to 100% and I was able to shoot photos and video all weekend.I also need it when using Facebook Live on my phone and broadcasting NPSL soccer matches while being the play-by-play announcer for AFC Cleveland's away games.  I can usually shoot the fist half with a full battery, but I need a continuous charge after halftime, and this charger does the trick.",High energy for a high demand,Color: BlackVerified Purchase,,,275,243
Robert Fite,/gp/profile/amzn1.account.AHRL6GISGQAQYP6GN4YLAGJFR3ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,5.0 out of 5 stars,I originally purchased this to use with my iPad at my fantasy football drafts. I do three over 2 days and wanted to make sure I'd have enough power to last through them. I checked out quite a few on Amazon and must were not powerful enough to charge an iPad but this one can do it a couple of times.  It's a bit on the heavy side but it charged my iPad a couple of times before needing to be recharged. You definitely wouldn't want to pack it around in your pocket but if you are traveling it would be great.,Heavy but gets the job done for iPad users.,Color: BlackVerified Purchase,,,41,26
Joey Anwar,/gp/profile/amzn1.account.AGTT3U435JBB2JHWMOKBRN6YEYEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2020",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,4.0 out of 5 stars,"Anker’s customer service is excellent. Outside of the warranty program they replaced my non-working charger. The only problem is the replacement stopped holding a charge after about a month. I don’t think anker is a bad product I just think that some times you can get lemon products.  Guess I was just unfortunate.Below you will find my original review.Original review: I bought this, used it, loved it, and then it just stopped holding a charge. Very unfortunate as it was excellent while it lasted.","Great for a while, but then it just died. Amazing customer service though",Color: BlackVerified Purchase,,,7,2
B,/gp/profile/amzn1.account.AFNSCUA3RP3446UV4SEIXH2O3KXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,5.0 out of 5 stars,"I originally bought this for camping at Coachella and it delivered juice the ENTIRE WEEKEND! I didn’t have to recharge it at all. Now this bad boy comes with me everywhere. You can full charge 2 phones at once which is awesome. You can pretty much charge anything with a usb connection. It takes a long time to charge the actual battery pack though, besides that it’s phenomenal! Buy it!",Perfect for all occasions,Color: BlackVerified Purchase,,,3,0
Constance,/gp/profile/amzn1.account.AF75JQAMV7OOAES7L7LTM5ECSNFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 26, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,5.0 out of 5 stars,"Good charging bank. Nice and sleek, not too bulky like some others. Charges my iPhone really fast. Does pretty much everything as described. Wish it had USB C charging instead of Micro USB. Otherwise, just about perfect","As described, very satisfied",Color: BlackVerified Purchase,,,25,13
Anthony Anderson,/gp/profile/amzn1.account.AHBULZIIOKPPZIDVBGWQBTR6F6WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,5.0 out of 5 stars,"I just received my new battery today ,thank you so much I enjoy doing business with you . I'm very happy with my new battery . I look forward to doing business you in the near future. I will definitely recommend your business to my friends .Once again thank you .",The new battery arrived today .,Color: BlackVerified Purchase,,,57,82
cr8tiv1,/gp/profile/amzn1.account.AHT7GR4FFUH7Y3TMXPW7X77ZCGKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,5.0 out of 5 stars,"First off, my PowerCore 20100 is a go-to battery backup. Second, everyone always looks for a deal. But most of the time a good deal comes with some flaws - as in quality with product and customer service.I've never had an issue before with an Anker product, but nothing is perfect and that's ok. An indicator light went out on my PowerCore, therefore not able to determine how much juice is actually left. I know it seems petty, but knowing the exact amount of battery life when working remotely really helps.That's where great customer service comes into play. I sent a simple email with pictures explaining the issue. Not too long after I received a response with instructions to reset the battery. Well, it didn't work but Anker said they are going to send a replacement and that I don't have to return the original.In no way was I looking for a handout or free device, but when a company/brand goes that little extra mile its very easy to be a loyal customer!",Go to charger and brand,Color: BlackVerified Purchase,,,12,1
Sam,/gp/profile/amzn1.account.AGFNEM6FJ2Q2AXNZ7H2WPRZ7CTOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,5.0 out of 5 stars,I use this battery as a USB power pack for my two DVRs in my car.  I connect the USB cables to this battery and it lets me leave the two DVRs (Front and Back Windshields) running even while my car is off.  I did this because I wanted to make sure my car was not damaged or vandalized (passers-by or valet people etc).  This battery powers the cameras for more than 2 days straight.,Amazing capacity,Color: BlackVerified Purchase,,,19,8
Brandon,/gp/profile/amzn1.account.AGFGQ55EV4DLXKRHXR4YGGWAWPWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 17, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,5.0 out of 5 stars,"I have purchased several cheaper portable batteries over the years, but I bought this Anker one on the recommendation of a friend. It takes a few hours to charge, but it can recharge my phone entirely many times over. When I don't use it, it retains its charges for several months. It is heavy and well made. Do yourself a favor and spent the extra few bucks to get an Anker battery instead of an inferior one.",Best portable battery I own,Color: BlackVerified Purchase,,,64,84
Ronjon808,/gp/profile/amzn1.account.AEKVP57QDKQMJV2ZORMLHSCSRUKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews,5.0 out of 5 stars,"Best external battery I own. I have used this power bank to charge my S9, Galaxy Tab, Bose head phones, wife's Note 9, wife's Studio beats and it still had lots of juice left. I've had this power bank for years and it still holds the charge like I just got it.",Great product,Color: BlackVerified Purchase,One person found this helpful,,37,47
Vader D,/gp/profile/amzn1.account.AEJPHOSFZN2Q6WXMNNIWVHJAIFEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews,5.0 out of 5 stars,"One of the best purchases I've ever made! I'm so glad I settled on purchasing the 20100mAh! I get many charges on my phone from this bank! I wished it would charge faster, but I have no other complaints, otherwise. I even accidentally dropped it and it seems everything to still be in working order! I don't hear any components floating around in there, which is surprising, considering my last one. Anker is usually the brand I seek, since I've purchased much from them over the years.",Best. Purchase. EVER!,Color: BlackVerified Purchase,,,45,8
