author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
pbrophy,amzn1.account.AFEEO5Q3YG62HRHDBWDFYVJ7LPJA/,"Reviewed in the United States on April 18, 2015",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"first, let me say I don't remember the last time I posted a review of anything on Amazon...read 'em all, but never add.  secondly, let me say when it comes to weeds in my lawn, I am not ""borderline""  but rather ""certified"" OCD; I hate the @#&@!!'s.  This tool is beyond great!  The pleasure of seeing that 5"" root going in the bucket, knowing that bastard has left the universe for good, warms my heart.  Until now, it has been on my knees with the standard weed tool, sweating, swearing, (entertaining neighbors, for sure) and getting blisters and a sore back.  I am too old for this!  I would say the old fashioned tried and true method gets that root maybe 50% of the time.  This tool, if the ground is soft (like after our Apr Denver snow this week), and you pry the thing up ever so slowly, gets that root 80% of the time and 100% with the little ones (that isn't last week's weed growing back because you didn't get the damn root).  Money well spent. Got the one with 4 serrated teeth.  Whoever you are who invented this, bless you, you have done us well.  I put this in the category of great purchases, like my Nespresso expresso maker--puts a smile on my face every time I use it.","Weekend weed warriors, hark, your search has ended!",Style: WeederVerified Purchase,2 people found this helpful,
John Coltrane,amzn1.account.AH5IPVHT4NEH2DF6BRXUC5NMZRDQ/,"Reviewed in the United States on July 24, 2014",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,"I got this after reading all the rave reviews and trying to find herbicides to eradicate my yard of weeds and unwanted grasses. A lot of people posted about dandelions, but here in the South, we don't have that problem so I was a little apprehensive about this thing working on hardened Southern weeds. I have to say it does well on weeds with a defined center or clump. It works well on crabgrass or whatever (I'm still working on the identification part). My main problem in my yard is bahiagrass. There aren't a lot of herbicides that kill this stuff without killing the whole yard so I bought this to help me pull it out. It doesn't work well with large masses of bahia grass mainly because the bahia grass spreads out and it is hard to find the central root. Bahia grass does not have a tap root like your typical dandelion. In other words, it doesn't work well on bahia grass but I am still trying to figure it out.As far as any other weed in my yard, it does an excellent job if you use the tool correctly. The handle is a little short and I'm not worried about it breaking since it has a lifetime warranty. My only concern about the warranty is that it says it was imported by Fiskars Canada and to contact them with warranty issues. Welp, I'm not in Canada! Overall, if you have a weed problem, I would recommend this to help maintain your yard. It is still a lot of work, but it is much, much easier than trying to dig those little devils out of the ground on your knees with a trowel.",weed tool makes weeding easier,Style: WeederVerified Purchase,One person found this helpful,
Crissy,amzn1.account.AEEFPLMYCUFWE2FVZDRH2CD7QVEQ/,"Reviewed in the United States on June 1, 2018",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"Love, Love, Love this stand up weeder.  Oh My Gosh, it worked wonderfully pulling everything with it, (roots) Saved my back from, so so so so so much pain, which means more breaks, which means the work don't get done, which means a 1 day job is now taking me 2 or 3.  I was able to pull weeds from my flower bed, remove mostly all the dirt from the roots, (to keep in the bed for planting so I don't have to add more) plant all of my 130 flowers, apply my weed and feed and be done with the whole job in just a few hours.  I am one very happy customer with this. Just knowing I was getting the whole root, was wonderful, because we all know if you don't get that you, still have a weed problem.  Now you have a tool with the convenience of standing up.","Love, Love",Style: WeederVerified Purchase,,
Scotty J,amzn1.account.AFSDWZMUMEYK7YF25KO4BBOCPI2Q/,"Reviewed in the United States on May 8, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,"When this arrived my wife was like, ""what the hell did you buy now?""  Then I showed her how it worked.  Then she took off with it and soon we were fighting over who was going to get to use the weeder.  So I bought another one.  Now, when our social-distancing-working-from-home workday is over, we spend an hour weeding the yard (about an acre).  Then I ordered one and had it sent to my mom for Mother's Day.  She was thrilled with it as well- she weeded her yard, her neighbor's yard, and was going to weed the empty house across the street but my dad stopped her before she went too crazy.  One thing you'll need to go with this is bucket to collect all of your evil dandelions and detritus.",This thing rules.,Style: WeederVerified Purchase,,
I_am_Amy,amzn1.account.AGIAX5BSJ6OM63TOHE5J7LN2MBTA/,"Reviewed in the United States on August 4, 2020",1,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,2.0 out of 5 stars,"When we received the weed puller, it looked nice and seemed to work well. However within a few uses, the metal prongs fell out of the handle. We hammered them back in best we could, and it was a minor annoyance, but not a deal breaker.However, within 3 months, the plastic lever arm broke. Not surprising now that I think about it. Submitted warranty claim with Fiskars. We'll see how that goes. In the meantime, we'll be ordering the old-fashioned all-metal one.",Broke after 3 months,Style: WeederVerified Purchase,,
G. Weldon Searles,amzn1.account.AGRGO24DHEF3GCOIPDEYJ5DGJKGQ/,"Reviewed in the United States on March 18, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"Wish I had this 50 years ago.  I've pulled out and dug up 10's of thousands of weeds through the years, maybe a hundred thousand on my knee's and now can just zip them out from a standing position and discharge them like pumping a pump shotgun into a waiting yard trash can without ever getting my hands dirty.  Wow is it easy!!!  You've got to get one of these tools!",If I had this when I was young I'd have made a fortune!,Style: WeederVerified Purchase,,
Samuel Samson,amzn1.account.AEPXW7CSWAK7G4JW5BSXTWYONEPQ/,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,1.0 out of 5 stars,I was hoping to use this to remove burdock but it’s not nearly strong enough.  It actually broke while trying to remove simple dandelions.  The plastic cracked.  I have close to 10 Fiskars products and they’re usually thoughtfully engineered.  I ordered 2 of these and returned both of them.,Broke on day 1 while pulling dandelions,Style: WeederVerified Purchase,One person found this helpful,
Irene,amzn1.account.AFTR5CHZNY7UXRQXCXVVW6AFZXWA/,"Reviewed in the United States on June 8, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,"In 20 or 25 minutes I managed to have a bucket full, never seen anything like that; my problem was with the packaging, when I opened it, the color of the weeding part wasn’t shining.. made me wonder; despite the fact that it had the word new on the box, other than that, it’s wonderful, even my husband loved it, and this never happen except once in a blue moon.",This welder is terrific,Style: WeederVerified Purchase,,
Mauison,amzn1.account.AGGIXBADRZEUVV2LGZC6OUWFY5TA/,"Reviewed in the United States on August 1, 2020",1,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"I have a few spots of weeds in my yard where I could never dig out the entire root.  I decided to get the Fiskars Stand-Up Weeder to see if it would do the trick.  Based on the photo I posted, you can see that it did.  It got these weeds with six-inch long roots completely out.  I do think the soil has to be moist in order for the claws to get all the way into the soil.  I have other parts of my yard where the ground is harder and more compact and the claws can't penetrate all the way down.  I wouldn't recommend using this for weeds with shallow roots, like crabgrass.  Those weeds would be easier to hand pull or to use something like a hand weeder.  It does take a nice plug of soil with each grab, but you can either put the soil back in or leave the hole as aeration.",Works on weeds with long roots,Style: WeederVerified Purchase,,
Freakonforfatty,amzn1.account.AER23RSRTBEQBQYOIUDTNOYAHXXQ/,"Reviewed in the United States on May 6, 2014",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Up until a few days ago, my biggest lawn enemy was the dreadful crabgrass, hard to kill and even harder to take out from its roots. I was using the painful method, on my knees, small crowbar and depending on the size of the crabgrass and how deep its roots are, it would take me from 5 to 10 minutes to take it out... each!!So I found the Fiskars Uproot Weed and Root Remover...I don't care how long this has been around, I just know one thing...it's what I've been looking for.As I mentioned above, my main pain on my butt has always been crabgrass, reason being, my neighbor doesn't take care of his lawn, and so it is covered with them, somehow they end up on my yard and each year is the same pain for me to get rid of them...UNTIL NOW. So let me give you a simple tip for removing crabgrass (trust me, this afternoon I removed about 20 of them):You want to make sure you know where the root ball is, so spread out any actual grass around the weed and follow the weed's branches; Crabgrass is tricky, you may think you have the Fiskars lined up to the center of the weed, but you may be wrong, crabgrass tends to flatten as it grows, and so the root ball is always off from what you may perceive as the ""center"" of the weed; after moths of being plagued by this pain in the butt weed, I've noticed that its roots are usually spread out, so even with this wonderful tool, you'll most likely have to go in twice or even three times to remove a single crabgrass bunch. However, the younger the weed is, the less roots it has and those usually take only one time with the Fiskars, again, if you first locate the root.Of course, not everything is perfect, and here are a couple of cons about this tool:First, a mix of plastic and metal construction. I heard and felt some straining on the tool when I was removing a very mature crabgrass, but luckily, the tool did not break.Second, and this is more of a WARNING than a con. Since you are removing the weed entirely with its roots, you will leave a HOLE in the ground, more even so when removing crabgrass, since its roots are a mix of curled up hardened roots (again, depending on maturity). So be ready to fill up the holes with dirt. If you have an infestation, I suggest you get some grass seed, some soil and patch up any big holes you leave behind.Other weeds such as dandelions and leafy weeds are easily taken out without much of an impact on the ground. Needles to say, those weeds don't have a prayer...but don't get me wrong, like the title of my review says, with Crabgrass, it is trickier, but does the job.All in all, I couldn't be happier, this is a wonderful invention and has saved me the huge pain of dealing with weeds, literal pain. My back thanks you Fiskars and my neighbors even more, 'cause I don't curse anymore...if anything, they now probably think I'm nuts, since I was literally laughing as I took each weed out! ha!","Trickier For Crabgrass, But Does The Job.",Style: WeederVerified Purchase,,
