author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,ranking,helpful_votes,total_review,visibility_status
P. Cook,/gp/profile/amzn1.account.AHPPMPDBAKKYM4Z4YKHJFEJQAVDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I've been looking for a hose that wouldn't kink for ages. My last hose was a commercial grade 100' hose. It kinked. It was heavy and hard to handle and the commercial grade hose made it even worse, not better. I finally got one of these. I've used it for about a week now. I've never been happier. This comes with a bit of advice. When you get it lay it down and hook it up. Then fill the hose with water. Now lay the hose out until it's fully extended. Let it sit in the sun for an hour. Now when you put it on your hose reel or stand it will be super easy. The material it's made out of makes it incredibly easy to twist so winding it up on a hose reel or stand is super easy. Kinks, if you get them, are not memorized like in standard or commercial hoses. I have a 100' model and it is very light weight. The hose ends are wisely designed. I couldn't possibly be happier. I wish I had bought one years ago.",Best hose I've ever had!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",3 people found this helpful,,,21590,274,8,Public
C Christensen,/gp/profile/amzn1.account.AFAFAGZIRXWGBVCE5HALNOJD6XFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2018",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"One of the worst hoses i have ever purchased. Description said 'non-kink' and it kinks worse than any hose I've owned. Maybe if I spent the money on a hose reel, it wouldn't be so bad, but trying to coil it in a hose basket is murder. It doesn't go back easily from wence it came and ulling it back out it constantly kinks! DO NOT BUY if you want a hos e that's easy to use.",One of the worst hoses i have ever purchased,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",21 people found this helpful,,,84404890,37,18,Public
Scott,/gp/profile/amzn1.account.AGL55FZ4FXSIIYRT56C6AXVRC5TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"In different area codes. Ahem, anyway...if you’re here, you’re trying to find a garden hose that doesn’t suck. They all leak, tangle, kink, burst, suck your soul out etc. I mean what can I say? You just can’t trust these hose. So far though, this one is pretty legit. True to the claims, it really doesn’t want to kink when under pressure. No hose is ever kink free, but this is pretty close. If it does kink (because you couldn’t be bothered to roll it up properly and just leave it in a pile like I do), you can usually just whip it from where you are standing and if there is pressure, the kink will kick itself out. Pretty convenient. The fittings are solid and I haven’t had any leaks yet. Time will tell with durability, but the build quality suggests it’ll be a while before I need a new one. Fingers crossed. I got hose, I got hoooooose. Yeah. Now that song is in your head too.",I Got Hos(e),"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,132163,188,49,Public
E C,/gp/profile/amzn1.account.AFJP4ISBPXBCI7M4CJGO6QCS37YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2018",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,Installed the hose and I do enjoy the swivel grip although I suspect that this convenience is the cause of the leak itself.  Within the female end that connects to the spigot it leaks persistently.  For such a heavy and expensive hose you would assume that the seals are welded correctly but that is not the case.  Contacted the Seller and they only allow 30 days for return so make sure you connect it immediately to ensure there are no leaks.  You can find better drinking water hoses for half the price.  Look elsewhere.,Leaks immediately-poor design and construction flaw,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",7 people found this helpful,,,1270860,42,90,Public
jfrigo,/gp/profile/amzn1.account.AHYGTKSXITQOL7G4XAPDK57IM6BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2020",1,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,*Update* I called Flexzilla and they replaced my hose with no issues. So change from 1 star to 4for now!Well i just got done telling the neighbors what nice hoses these were and theconnector popped right out.i have the 100 footer and bought this swivel version shorty to put on the end so its easier to move around.Oh and i see i cant return it so lets see if someone from flexzilla chimes in on a house ive had for a month and it failed.,Just blew apart,"Size: 5/8"" (inches) x 5' (feet)Style: HoseVerified Purchase",3 people found this helpful,,,19579,103,20,Public
C. Lawrence,/gp/profile/amzn1.account.AG3IMAJX6ZZXUHNJO7UM4ZUCPCQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"The Good:1. Very lightweight & easy to maneuver compared to other hoses, and I have the 100 ft length.2. It's easy to roll onto a hose reel if you have a sprayer attachment or cutoff valve on the end (in off position) and leave the water ON when you roll it up.The Bad:1. It will develop a kink/bubble in the hose material on the end near the metal if you leave it on under pressure even just a couple of times.2. They don't seem to last long for the price. I own several & have had to replace them after only a year or two due to pin hole leaks or the aforementioned kink from forgetting to turn it off.3. The color is truly an eyesore! Especially, when on a hose reel that's visible from the street. It glows. It tends to get very dirty/moldy but at least that helps tone down the visibility. I wouldn't be surprised if it were banned in some neighborhoods due to the offensive color violating deed restrictions or light reflecting off of it keeping neighbors awake.  For the love of God, why can't they make a more neutral color?!",Whyyy does it only come in this neon glowstick color?,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,3556414,,,
Wendydag,/gp/profile/amzn1.account.AGK4FMS7AAVJ5ICEVCYYZNLSSTTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"This is the best garden hose I've ever owned. It seemed like all I did was either repair or unkink or old hoses.  This hose is lightweight, does NOT kink and with the swivel end is even easier to attach to the faucet.  In fact I first purchased a 75' one then ordered 2 of the swivel end 50' ones for the front of the house and another for patio and pool area.  I noticed some comments about quality which I think is because the hose doesn't feel like the usual heavy rubber/ synthetic mix that regular hoses are made of.  This house feels solid but not heavy; a heavy hose is not necessarily a strong hose. I've purchased the ones guaranteed not to kink and they got more kinks than the regular ones.  My biggest peeve with the others is having to repair them so often.  Especially after 1 to 2 years they were constantly bursting.  Very happy with this hose and would definitely recommend.  My neighbor works for a  car repair/repaint place and he said they used them and they were great. So, two endorsements.",EXACTLY AS ADVERTISED, GREAT HOSE,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",One person found this helpful,,36939,80,24,Public
music lover,/gp/profile/amzn1.account.AFJCXEAVVR53NACAOW5J6U3AGCIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2020",2,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,1.0 out of 5 stars,"Expensive, but flexible hose. After about a year the hose turned black. No Clorox or other available chemical treatment seemed to help. I live in Southern Louisiana; warm moist climates obviously present serious problems for this particular hose. I would not buy again.",HOSE TURNS BLACK,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",3 people found this helpful,,,1174416,744,179,Public
Amazon Customer,/gp/profile/amzn1.account.AFCQBRNVWETPBAF4O5G3VWG2PTZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"I luv flexzilla hoses due to the no kink. You do need to follow the directions and lay it out and run water thru it so it can lay correctly. You will feel when it needs to turn. I saw another review about the hose shows dirt, and it does, as my last flexzilla hose is no longer pretty bright green. It’s a hose!! I’m not taking it to a beauty pageant, it’s a hose, I use it and often. So if dirt on your hose is a bother, don’t buy this, but if u want a hose that doesn’t kink, buy this!!","Best flexible, no kink hose","Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,920961,81,41,Public
ZYP11,/gp/profile/amzn1.account.AHM5S4GOF7IHIC23XX5UYGFTIKXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2018",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,This hose DOES stay un kinked much better than any hose I have every had - almost to the point of not kinking at all. Almost. It really is much less kinky than even the high $ other brands I have tried over the years. I use a hose almost solely for washing my car. Move around a bit - this one rocks. The spinning fittings on each end are even more helpful than I thought they would be. Only drawback - although I LOVE this color - it's beyond nasty looking almost instantly. Super dirty - I haven't used it on anything other than my pressured washed driveway either. It's really strange honestly. Just covered with black stains. I would guess some are from my tires ? But that would be true only at the length from my car to the water spicket........the ENTIRE hose is  - well it looks several years old after just a couple months used once a week or so. Overall a GREAT Quality hose. Again the fittings on each end that allow you to spin them onto whatever WITHOUT the hose twisting are really great !,It does what it says,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",3 people found this helpful,,,371313,,,
Kindle Customer,/gp/profile/amzn1.account.AGF2SXLH6IAQFYDKOF2DS7DSLSSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,Look... Flexzilla makes the best air hose around.  This garden hose is the same stuff enlarged.  Now.. if you coil this hose up in a tub..etc.  IF you try to just pull it out to use... it will NOT pull itself straight.  It will KINK at every loop as its being pulled.  That's because what you get in flexible... you give up it structural integrity.those heavy rubber  hoses will pull straight.... NOT this one.  Now.. its not a big hassle to twist the hose as you pull......but if you are old like me... and have arthritis...  it can be a big pain.  Its great for just moving it around cause its light.  So...  you want light... get it.  Or if you hang it or use a hose reel... go for it.,Nice hose.... will kink.....,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,1383002,32,19,Public
