author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
N. Jones,/gp/profile/amzn1.account.AG6CLNI5IJG5KGG5624OKWESGAKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,3.0 out of 5 stars,"All of mine worked right out of the box but the candle color (not the flame) is bright white, not warm white at all.  Was disappointed and am returning - both due to the color and because I ended up with the ones without the timer. Postings are really similar so make sure you order the right ones! They seem to work fine otherwise. Definitely a flicker, although not quite as realistic as a nicer set of pillars that I have.  If you’re looking for bright white candles without a timer, they should work well for you.",“Warm white” means bright white candles!,Verified Purchase,,238,151,78879755,Public
Kahuna @ 8746,/gp/profile/amzn1.account.AEELXHQLBXRUFDJ7ADM5DNK5YM5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2019",1,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,They work as advertised.  Turn them on once sat the time of day you desire them to come on each day.  They remain lit for 6 hours and come back on again in 18 hours.  They will sutomatically repeat the cycle unless you desire to change the 6 hour on 18 hour off. Instructions are easy to follow.  They produce a white light glow.  Very pleased with these candles.  Go for it.😎👍🏻👍🏻,Worth every penny 🎉,Verified Purchase,2 people found this helpful,839,108,30889,Public
bethany2601,/gp/profile/amzn1.account.AEU4FT2CDY3JJVUGLQZSLN2PUCRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,4.0 out of 5 stars,"From the picture I thought they were going to be a bit bigger than tea lights but they aren’t any wider. They are a bit taller and not perfectly circular on the top to give a more true candle look to them. They are brighter than the average battery tea light and they do flicker. They are a cool white not a warm white and the “flame” is white too, not yellow or orange. Will definitely use them for many decorative lighting needs when a real candle won’t work. Good purchase.",They really are tea light sized,Verified Purchase,2 people found this helpful,39,55,640801,Public
K.R. Clayton,/gp/profile/amzn1.account.AH3Q62WDV5PTHNHBXSWP32BOF7PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,I have these all over my house.  I have purchased 2 boxes total and spare batteries.  You can't beat the cost.  I keep 3 on my table in my bedroom and they run 8 hours every day.  I change out the batteries about every 2 weeks.  But you can purchase 20  batteries for $6 so they are very cost efficient.  I have bought the larger candles too but they required 3 AAA batteries and don't last that long.  Now they are only for show since I can't afford them.  These are well worth the price and use.,Perfect little lights,Verified Purchase,One person found this helpful,365,143,31434,Public
jj,/gp/profile/amzn1.account.AG3KR7S5M2XJAGQFJI2ECYVBI3RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"We have too many firefighter friends with horror stories and we cherish our home far too much to ever light a fire inside. I purchased these LED candles to go on a handsome wrought iron display inside our fireplace. Since we never use the thing for its intended purpose, LED candles are the next-best-thing! The display made for such a cozy living area during the holidays, even when it was 85 degrees Fahrenheit outside! LOL. I highly recommend these candles as they look very realistic. Many friends and family commented on their appeal. If you need small, long-lasting, realistic-looking, white electronic candles, then this is your go-to product!",BEST Electric Candles,Verified Purchase,,36,36,3595926,Public
PJM7192,/gp/profile/amzn1.account.AGKVEQNB64AWOZTNFMOTOGH6AB3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 12, 2020",3,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"They are the cutest little tea lights, I love lighting candles and this is much safer.  I light (2) scented candles and then place these all over my home in different whimsical holders and enjoy the relaxing light while I watch TV or sssshhh shop online LOL my photos show you them in two different candle holders, In a dark room to try and show you that if you are looking for a bright light these are not your product to buy.  My last photo is during the day the middle is a real candle of course. They do not have timers or remote controls  ENJOY & RELAX",Not very Bright but very Warm and Relaxing,Verified Purchase,,2,29,4958231,Public
Wei-nong Wang,/gp/profile/amzn1.account.AFQZJOESXIMSCL52SGBZDFYR75ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2019",1,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4,2.0 out of 5 stars,"I just received these tealights are are very excited to use. To my big surprise they are definitely NOT warm white. It's more to the bright white spectrum, around 4000K-4300K. I am so disappointed because a real candle won't flick this color. I lit a candle as a comparison.They are bright, but pale and COLD. If you are looking to create a warmth then this won't be a good choice. The description gives the false impression.",Definitly NOT warm white,Verified Purchase,One person found this helpful,99,48,1122280,Public
JanieO,/gp/profile/amzn1.account.AEQTW3RYVBSYXG32URMKXAI4RSDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"I was impressed by all the positive reviews. Just know that they have a more ""normal"" flame glow than some previous ones I got on Amazon that glow a creepy Halloween orange. These small candles will fit in any tea light holder. The only thing you should consider is that these have no timer function. But they are very easy to click on and off. They are sturdy and seem well made. My quest for the perfect flameless tea lights goes on- I will keep them but wish they had the timer function.","Tasteful, nice glow, no timer function",Verified Purchase,,431,137,65151,Public
eriebuck,/gp/profile/amzn1.account.AHXG5GOQRCK56RCOSFACHEBYIGDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"I used these tealights along with luminary bags on Christmas Eve. They were brighter than ones I had tried in the past & lasted forever! Put them out in the evening on Christmas Eve & later that night we got quite a bit of snow, so we just left the luminaries & did not end up bringing them in until the day after Christmas. The lights were still on (although we hadn't realized it because they were covered by snow). They still work now & I have packed them away to use again.",Worked great for luminaries!,Verified Purchase,,76,44,3199157,Public
Chere M.,/gp/profile/amzn1.account.AGVVT6GME2MZPJNZUP7WTA3L3NPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"The reviews were mixed and I wasn't sure if I should order these but they've been great.  They arrived in a box, none were broken, all worked.  I wanted them for several different candle holders I have at home so I would not have to keep replacing the small little tea lights constantly.  They work great, have a bit of a flicker to them like a real candle, and for the price you can't beat it.  I purchased the replacement batteries as well but so far I haven't had to replace any batteries.  Super happy with these and good quality for the price.  I'd definitely purchase again.",Perfect for what I bought them for,Verified Purchase,One person found this helpful,82,49,260885,Public
Suzy K.,/gp/profile/amzn1.account.AG6OGVHY7VMMBBOJLZSHYQF574AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,4.0 out of 5 stars,"These look fairly realistic if they are in a votive holder. Up close, it's obvious that they are flameless.  Either way I really like them.  My husband is constantly on me when I light votives in the house.  He is worried about the fire hazard and I'm sure he's right but I just love the ambiance!  So these little guys look great and are safe.  The only thing I wish is that I had splurged a bit more and gotten the ones with a remote.  If you have a number of them out it's a little bit of a hassle to go to each one and flip the switch on the bottom.  Happy all in all tough. Good purchase.",Worked great.,Verified Purchase,2 people found this helpful,72,55,741018,Public
chr1s60,/gp/profile/amzn1.account.AFFV4EBQPFAHXC7KVP5X2HJSQJYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 16, 2017",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"I bought these to set up a romantic display at home without the risk of burning the house down. I was beyond impressed. I ordered three 12 packs and upon arrival, all of them worked without issue. The candles themselves have a really nice look to them with a nice melted effect built into each one. This looks 100x better than some of the cheaper LED tea lights that are nothing more than a bulb sticking out of a round piece of plastic. On top of the great looks, the flickering effect this have is fantastic and from a short distance they look exactly like a real burning candle. I would definitely recommend these to anyone wanting a realistic look and feel.",Work great!,Verified Purchase,4 people found this helpful,110,62,1484917,Public
Stephanie De Los Santos,/gp/profile/amzn1.account.AHWOAR5DZ2PCQUTQSFY43OY3XIYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"These are great! Upon initially opening my package I was a little concerned because the packaging was so small.The candles are teeny tiny, but as I spread them around my bath tub and turned off my bathroom light, they emitted the perfect warm and comforting light, with a slight flicker to resemble an authentic fire. They are also designed well, and imitate a slightly melted candle, with the wick on the inside of the candle wall.I've only used them once, so I'm not sure about longevity of the product, but it definitely serves its purpose, and I look forward to many more uses.",THEY DO WHAT THEY ARE SUPPOSED TO DO,Verified Purchase,,18,18,2849278,Public
