author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking
Amazon Customer,/gp/profile/amzn1.account.AFJWK4KW73KPCHP5X6IEEKP5XC5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2019",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=11,1.0 out of 5 stars,"Definitely will not but again. For the people who are giving great reviews and telling other people not to listen to the horror stories, they have to be employees or something and that’s the only reason they have a high average star review. These filters need to be re-engineered because I’m like all of the other people on here that gave a bad review. After 1 day, my hvac system was making a weird sound and upon investigation, I found the filter stuck a little ways up the intake, the filter bent in half from its slots that it was in and came loose because these filters are so flimsy. Definitely asking for my money back and spending an extra 10 dollars on the good brand I know won’t let me down!",Very Flimsy!,Size: 20x20x1Style: Without Air PurifierVerified Purchase,2 people found this helpful,9242872
Amazon Customer,/gp/profile/amzn1.account.AE3AFJZ6C3Y3PXBAA4L6ASJYU4NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=11,5.0 out of 5 stars,Like many people I bought the highest MERV rated filters I could find.  I wanted very clean air.  My electric bill immediately went up considerably.  I talked to a heating/air tech and he enlightened me on why this happened.  My system which is a few years old was not designed to handle the restricted air flow with a high MERV filter.  My AC unit was really having to work much harder.  He advised that I go to a medium MERV rated filter.  I bought these and my electric bill dropped back to what it was previously.,Works best with my AC and furnace.,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,4499172
Tom A.,/gp/profile/amzn1.account.AHYADHVKIPMOMY3VT3FWXIL5WYLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=11,1.0 out of 5 stars,"These are so cheaply made that the filter bows up into the port, and while it does that the force starts to split the sides of the frame, creating an area that is now a whistle making machine. Multiply that by the 4 sides all splitting, and you get a result of now whenever your HVAC unit is running, your entire house has to start yelling because the filter is literally screaming at you in a high pitched whistle sound now. It is so loud I can hear it in my garage if I leave the sliding glass door open. Will be looking for something with better build quality so I don't have to change my filter every week.",DO NOT BUY THESE. The cardboard splits after a week or two and starts WHISTLING SUPER LOUD,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,1737449
MS Mom,/gp/profile/amzn1.account.AEKB42PGYOSMAF6CXSATBBIT4ZMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=11,5.0 out of 5 stars,"For years my husband and I were terrible about remembering to change our filters. When we moved into this house, I was so excited to find these on Subscribe and Save. Better price even than Walmart. And now, since I know they’re coming, I also know that first of every month, I just switch them out. Always so amazed at the difference one month makes!!",Great Value! Love Subscribe & Save!,Size: 18x24x1Style: Without Air PurifierVerified Purchase,One person found this helpful,71324
JSR,/gp/profile/amzn1.account.AFKIWZAB44ZF4W5ZGMDGGLIGE5ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=11,4.0 out of 5 stars,"Since I like to change my filters frequently every 3-4 months, these filters trap enough particles of dirt, hair, etc to keep my ducts clean. Good construction, can't argue with the price point.",More airflow without sacrificing performance,Size: 14 x 30 x 1Style: Without Air PurifierVerified Purchase,4 people found this helpful,1925440
Soon Wade,/gp/profile/amzn1.account.AGT4JYW7MI3MSDOAK5ZCCWS2P2AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=11,3.0 out of 5 stars,Doesn’t fit properly even though I purchased the same dimensions as I always do from other stores. I had to shove the filter in a force it and it is slightly bent inside the compartment. It’s a good price but not correct measurement.,Doesn’t fit,Size: 12x20x1Style: Without Air PurifierVerified Purchase,3 people found this helpful,922077
Caroline,/gp/profile/amzn1.account.AFEOBV4YEFSMBJKHHSANYZ42KRSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=11,5.0 out of 5 stars,"Fast shipping, arrived in great condition, great value for the money.We’ve used this brand and type of filter for years. We have people with severe allergies at our house. This has really helped with the air quality. We set an alarm on our phone’s calendar when it’s time to change it. Removing the old one and putting in a new one is a cinch.",Highly Recommend for Household with Allergies,Size: 20x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,1113912
DFA,/gp/profile/amzn1.account.AGFYVCC6EHY72VXQFMQHPVY5NHLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 26, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12,4.0 out of 5 stars,I think the installation arrow indicates the wrong direction. The previous filter had the reinforcing mesh on the back side toward the circulation fan but this new one has the reinforcing mesh on the outside.  Are these filters have arrows marked incorrectly? Not sure if arrows are pointing towards the wrong way. Hope anybody can clarify. Thanks.,Not sure which side would be towards AC motor,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,1039418
Amazon Customer,/gp/profile/amzn1.account.AG2M7HAURH2TCQKVFQ5EV7UZHVSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12,4.0 out of 5 stars,"I change filters every 4 to 6 months depending on just how busy I am.  My house takes five filters, 3 of them are these little guys.  They seem to fit well and capture the dust OK.  I put them up white and take them down as gray.  We do get a fair amount of dust in the house but I cannot necessarily blame these filters.  I will buy these again but will continue to look for a better deal on middle of the road filters like these.",Decent filters.  Price could be better.,Size: 12x20x1Style: Without Air PurifierVerified Purchase,One person found this helpful,451075
rayja,/gp/profile/amzn1.account.AE6D7HMF2TANUWJRCRNMGQVX5Z7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2019",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12,2.0 out of 5 stars,"I purchased these filters for the HVAC system on a house I own. Put one in and filter started to buckle. It actually sucked in with a belly in it while the unit was running. Yes, I oriented it with the correct airflow direction. I had been using the remaining filters that came with the house. Those were Rheem Dust and Pollen filters. They are much stouter and about the same price as these. It makes it much easier to install filters in the overhead if you install them with the unit running. It holds the filter in place so that you can close and latch the cover without fighting the cover.",Very Flimsey Filter,Size: 20x24x1Style: Without Air PurifierVerified Purchase,,6629
Joe's review,/gp/profile/amzn1.account.AFSKN7EYV43F64FTXSX4SCBYUHXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 8, 2019",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12,3.0 out of 5 stars,As soon as I took the first one out of the box and looked at it I knew it was wrong . I’ve been using this type of filter for 40 years and I’m very familiar with how it works. In this case the screen that supports the filter was put on the wrong side. This may allow the filter fibers to be sucked up into the blower which could cause damage. My solution to this problem was to install it upside down.,Return these things or install them upside down.,Size: 14x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,1319857
Gparks,/gp/profile/amzn1.account.AHN2ED7LQVYVAEL5HUBO723GNZXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 15, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12,1.0 out of 5 stars,"They look great, well put together and sturdy. At first I got confused with the way the directions said to install it. The arrow is facing the wrong way... So I had to flip it around. (I have a wall unit). The filter was the correct size for what I needed, although it didn't fit correctly. It was about a centimeter away from not fitting at all. This will be my first one from this seller, we will see how it goes....",Hmmm... Not sure about this product,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,One person found this helpful,2918892
L. Parton,/gp/profile/amzn1.account.AGRGFDJFZ5NEEM3CVG6VSMRODU3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 27, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12,5.0 out of 5 stars,"Filters measuring 24x24 are almost impossible to find.  The 25x25 filters are far more common and can be bought anyplace.  I only had one place around that sold these and more often than not they had to be ordered in special. I knew Amazon carried almost everything but never thought of looking for filters there.  Now I am still ordering them in special, but I know I can get them anytime without running across town to get them.  And these are good quality filters not the flimsy kind you find in many stores.",Impossible to find,Size: 24x24x1Style: Without Air PurifierVerified Purchase,One person found this helpful,7189903
William,/gp/profile/amzn1.account.AHWM36YQELBIYSD6D6TKJ4ALEP3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12,5.0 out of 5 stars,"These seem like great filters and priced very reasonably!  I got these, so I wouldn't have to be at the mercy of Lowe's to keep these in stock.  It seemed like every time I needed a filter, I would go to Lowes and find that they were Out of them.  This way, when I get down to only one filter left, I can just order another 6-pack of these from Amazon and be covered.  They function great and fit my filter rack/container just perfectly and appear to do a great job of filtering the air ahead of the HVAC Unit.",These are great A/C-Furnace Filters!,Size: 20x25x1Style: Without Air PurifierVerified Purchase,,166242
David W,/gp/profile/amzn1.account.AHHXF4X7WGTO4Y6IRIFBMFQG63GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 14, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12,5.0 out of 5 stars,"No issues.  Appear to be made well.  Fit fine.  They are your basic filter.  If you have a higher MERV filter near your air handler (typically in the attic), then these are good filters for your in room vents.  If you run higher MERV filters everyware, then you can restrict air flow and cause other problems.",These are basic air filters,Size: 10x20x1Style: Without Air PurifierVerified Purchase,One person found this helpful,156349
Chris Harvey,/gp/profile/amzn1.account.AEUSN75P5IXRXJT4YH7FSCWF6JJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=12,2.0 out of 5 stars,"The arrow on the filter points in the wrong direction. The arrow should point *towards* the wire mesh, so that when the air flows through the filter, the fibers get trapped by the wire mesh and don't leak into your home. If you install the filter according to the arrows shown, you'd be installing it backwards. If that happens, you could damage your HVAC unit by letting dust particles and fibers flow into the unit. This is really bad especially for customers who don't know any better. Just remember: Install the air filter with the metal wire side on the ""clean side"", facing *toward* the HVAC unit! Filtrete, you need to fix this right now.",Arrows point in wrong direction.,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,9952825
