author,author_profile_url,date_of_review,image_num,num_of_comments,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,visibility_status,ranking
hrslvr54,/gp/profile/amzn1.account.AHW5YXFWCOGLAGARP3IWMA4BNNKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2021",0,,5.0 out of 5 stars,"Good story. Kept me guessing. Was so interesting that the author went into detail about Austin, my home town. I can imagine that there are many people who are leading a double life. I always thought the Witness Protection Program was foolproof, but I guess not. A good read. Could not put it down.",Suspenseful,Verified Purchase,3 people found this helpful,,48,41,Public,2092537
Jezabel Llorente,/gp/profile/amzn1.account.AF6IZMDT5OTXKTJAAII2MXJPLNHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2021",0,,2.0 out of 5 stars,"The main character, Hannah, is the world’s worst decision-maker! This book was such a frustrating read! I also think Bailey would’ve preferred being on the run with her dad + $600k in cash than being left behind with Hannah (and Owen should’ve known that, too).",Another disappointing Reese recommendation,Verified Purchase,3 people found this helpful,,54,211,Public,764139
Wendy S The Loving Fifty,/gp/profile/amzn1.account.AENQ447YGUVZI3TE5F3SYXAJ5IUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,5.0 out of 5 stars,"I devoured this book in 24 hours.  Short chapters, fast moving plot that grips you from the first page, characters you root for.  I needed to lose myself in a good book and this triller was a perfect distraction.",Stayed up late reading this book,Verified Purchase,3 people found this helpful,,209,79,Public,633460
Mary Bennett,/gp/profile/amzn1.account.AFFHMWZPE2U3UHTHIHUQR5IUP3TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 8, 2021",0,,5.0 out of 5 stars,You think that you have figured things out and then it twists and turns. I love being drawn into a mystery and feel as if you are part of the discovery!,Could not put it down!!,Verified Purchase,4 people found this helpful,,20,92,Public,1440648
Gwen B.,/gp/profile/amzn1.account.AFZ3AYJV3HJUBD3XQGFMZD3VDX4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2021",0,,5.0 out of 5 stars,"I couldn’t stop reading. There was a slow spot about 80% through the book, but it picked up again and was great all the way to the end.",Great book!,Verified Purchase,3 people found this helpful,,43,72,Public,1473467
Kindle Customer,/gp/profile/amzn1.account.AFKBJ2SJ3A5LZ67DS76NODAZFDJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2021",0,,5.0 out of 5 stars,"I enjoyed this book, cover to cover.The story keeps moving and the characters are well developed.I highly recommend this book.",Excellent book!,Verified Purchase,3 people found this helpful,,11,57,Public,2334772
Mrs M,/gp/profile/amzn1.account.AEHOQMSDSPBFKA4UVIIJMGFN4FZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2021",0,,5.0 out of 5 stars,"The characters were well developed and very likable. It transported me and held my interest until the end. For me, those combined are the definition of a good book.",I really liked it,Verified Purchase,3 people found this helpful,,7,27,Public,4821080
TONI AIELLO,/gp/profile/amzn1.account.AHVC2HRBWO5EUMZJYP2FXE4HPZRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2021",0,,5.0 out of 5 stars,"This book amazed me ,usually I’m very good at figuring things out. Not this time, you think you know but you don’t. I  loved it and can see this book as a great movie.","Hang on, it’s a bumpy ride!",Verified Purchase,3 people found this helpful,,9,25,Public,3639883
Kindle Customer,/gp/profile/amzn1.account.AFDGCEIMA5KMI74KUMO3BPW6ZWYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2021",0,,5.0 out of 5 stars,Once I started reading I could not stop! I loved this book and really enjoyed the relationship between Hannah and Bailey.,Great read,Verified Purchase,3 people found this helpful,,320,362,Public,937619
Bob Or Shannon Stephens,/gp/profile/amzn1.account.AFFFRJ566DWVPKLX2OQRWQFJKQMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2021",0,,5.0 out of 5 stars,I’d recommend this book to anyone who likes suspense/mysteries. This author is on point with her writing in every respect!,Great read! Kept me totally enthralled! I’ll be looking for more books from this author!,Verified Purchase,3 people found this helpful,,25,43,Public,7587503
Evie,/gp/profile/amzn1.account.AGWMUDZAQPZRSLOUO62TK4GMWGZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2021",0,,5.0 out of 5 stars,"I started slow and then devoured it. A pleasure to read.There's so much I want to say about this story but I am not a spoiler.I know, I know... it's a cliche but I don't care - this is a page turner.Hannah and Bailey? Strong characters. I quite expect to bump into them one day when I'm visiting LA.Not an original concept, but it never matters if it's well written.And this is.Thank you.",Thoroughly enjoyable,Verified Purchase,One person found this helpful,,162,175,Public,188420
Tobie,/gp/profile/amzn1.account.AGCHHVYY4B2YSGG3TA6GR3NSPYMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2021",0,,5.0 out of 5 stars,Book was hard to put down. Many different things going on. The story line was great I would recommend this book,A Good Read,Verified Purchase,3 people found this helpful,,6,31,Public,10797296
Foothiller16,/gp/profile/amzn1.account.AF7FFK736MSV2TV7F7YW2VG3HCGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2021",0,,5.0 out of 5 stars,"This is a well written page turner. Very nice summer ""beach"" read.",Excellent Story,Verified Purchase,3 people found this helpful,,625,244,Public,10074
DJ,/gp/profile/amzn1.account.AEIL3LTK7LETC7JNJVYHCACTZ5QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2021",0,,5.0 out of 5 stars,This book was AMAZING! Just read it! You’ll LOVE it!!!,AMAZING read!!,Verified Purchase,3 people found this helpful,,155,306,Public,83199239
md,/gp/profile/amzn1.account.AEPATK7NQWNJON3SU2QL5JQ5RM7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2021",0,,2.0 out of 5 stars,Trite and poorly written. Also did not completely make sense and certainly does not accurately describe a teenager. Was not for me.,Cliche and poor character development,Verified Purchase,4 people found this helpful,,20,5,Public,26013856
beechy2,/gp/profile/amzn1.account.AEBHYZN63DCHU5XR2GLCRG55HFRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2021",0,,5.0 out of 5 stars,This is the type of book I love to devour. I could not stop reading it and I can’t wait to see the movie version. I love the writing style the character development,Excellent Story,Verified Purchase,3 people found this helpful,,9,14,Public,8950654
Tracy D.,/gp/profile/amzn1.account.AGVYKWWLIC52L6LH4TVHBSMKBKAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2021",0,,5.0 out of 5 stars,What’s a great book!  I couldn’t put it down!!!  The story grabbed me from the first page. I’m sad i finished it. Now what???  Laura Dave I need another book to read.,Fantastic book!  I couldn’t out it down.,Verified Purchase,2 people found this helpful,,58,58,Public,2496312
Bettie  Banks,/gp/profile/amzn1.account.AHAZL2AABEJZPIHWFYDHFVL7SZFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 10, 2021",0,,4.0 out of 5 stars,"An interesting and quite different novel. The characters are developed well and distinguished from one another;  it was a good break from the usual formulaic offerings, and I will look for her to read again.the best sense of menacing without violence I have come across. the plot is believable and breathtaking at times.","Recommend highly for a fun and fast read,",Verified Purchase,One person found this helpful,,242,215,Public,218127
Amazon Customer,/gp/profile/amzn1.account.AFKFRCCG6GSRBLRBEZO5OXYJ6YVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2021",0,,5.0 out of 5 stars,Beautifully fascinating and touching. The story unfolds gently without causing the reader to feel anxious yet magically keeps one feeling the tension and interest.,Entrancing,Verified Purchase,2 people found this helpful,,26,41,Public,1039484
Lula,/gp/profile/amzn1.account.AEQ6XUBTUIEHI26ZXAXZVAAUSTPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2021",0,,5.0 out of 5 stars,"Rarely do great plot, great characters, great pacing come together in one novel.  Laura Dave has managed that and I am excited to read more from her.",All around great!,Verified Purchase,2 people found this helpful,,29,48,Public,2094335
Beverly,/gp/profile/amzn1.account.AF7FK7SYRG562D5DUJIWGPO4HGQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2021",0,,3.0 out of 5 stars,"I was so hopeful. I need to find an escape thriller to read now. As The Last Thing He Told Me progressed, I realized I was reading a movie script. Please, someone, anyone, write a well-drafted, well-edited, original mystery thriller. Do I have to rely on only British writers for plot and substance? So, wait for the movie and save money and time. So disappointed AGAIN by a book that COULD become a better movie. Oh wait, the movie version of The Woman at the Window was awful, too.",Wait for the Movie,Verified Purchase,,,76,61,Public,2201199
Tisha,/gp/profile/amzn1.account.AGSREHYWXTQMVG2XEWMU4OZE4P2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2021",0,,4.0 out of 5 stars,"I totally enjoyed this book.  It’s really un-putdownable!  From the first page, your sucked in and just can’t stop reading.  It’s very well written, suspenseful, humorous, and bittersweet.  It’s the bittersweet spot that didn’t let me give it five stars.  *Spoiler Alert*  I’m a HEA kinda girl and I was hoping there was a way for them to all be together.  I love that Bailey is closer to and Loves Hannah but I do admit I wanted more.  But as endings go, if this is all I’m complaining about, I can deal with it!!",Loved it But....,Verified Purchase,,,4,20,Public,12534714
lilabookworm,/gp/profile/amzn1.account.AHSAEQ3XDHWHPGEXF2YGFR2KHKIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2021",0,,4.0 out of 5 stars,I did enjoy this book. I read it in 3 days. I felt like the first 250 pages were page turners. Constantly keeping wanting more. But towards the end I felt like it was a little lacking. I did love the evolvement of Hannah and Bailey. Overall good.,Good but could be better,Verified Purchase,One person found this helpful,,47,80,Public,2945772
Laurie K,/gp/profile/amzn1.account.AHPIK27WICAOKOTNPCM2LIAJ3QRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,4.0 out of 5 stars,"I hadn't heard of novelist Laura Dave until yesterday when I noticed her name all over Book Twitter. S&S had an excellent, intriguing video. And the clever hashtag #cancelyourplans I'll admit pulled me in. So even though I don't usually read thrillers, I thought, what the heck and downloaded the Kindle version.It's a fun read. I'd give it 4.5 if that were possible. The plot was a bit hard to believe in a few places but overall it is captivating and will draw you in.Julia Roberts is cast as the protagonist Hannah. I wonder who will be cast as Bailey, her 16-year-old stepdaughter, and, of course, who will be cast as the guy referred to in the title, ""The Last Thing He Told Me.""","A fun, fast thriller soon to be an Apple TV series with Julia Roberts",Verified Purchase,,,7,8,Public,15614441
